product_sku,store_code,gross_price,currency,price_type,valid_from,valid_to,source_system,load_timestamp,batch_id
SKU-477994,C60,51.46,ZAR,Promo,2025-07-15 03:18:35,2025-07-22 03:18:35,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-146758,C60,28.73,ZAR,,2024-09-14 12:05:07,2024-10-14 12:05:07,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-146758,SHOP,30.45,ZAR,Promo,2025-02-25 11:10:14,2025-03-04 11:10:14,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-375942,CHK,23.72,ZAR,Regular,2024-06-22 04:01:10,2024-07-22 04:01:10,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-375942,USV,25.14,ZAR,Regular,2025-01-04 19:30:19,2025-02-04 19:30:19,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-459160,SHOP,18.53,ZAR,Promo,2024-01-07 20:17:09,2024-01-14 20:17:09,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-459160,CHK,19.64,ZAR,Regular,2025-09-28 17:08:38,2025-10-28 17:08:38,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-503841,C60,34.04,ZAR,Promo,2024-09-12 01:01:32,2024-09-19 01:01:32,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-503841,SHOP,36.08,ZAR,Promo,2025-05-04 16:42:23,2025-05-11 16:42:23,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-836440,C60,25.75,ZAR,Regular,2024-04-06 01:04:47,2024-05-06 01:04:47,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-836440,SHOP,27.3,ZAR,Regular,2025-08-09 19:18:27,2025-09-09 19:18:27,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-932048,C60,15.75,ZAR,Promo,2024-02-18 10:48:39,2024-02-25 10:48:39,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-932048,SHOP,16.7,ZAR,Promo,2025-05-28 23:32:25,2025-06-04 23:32:25,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-525764,USV,32.58,ZAR,Promo,2024-01-20 06:16:04,2024-01-27 06:16:04,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-525764,CHK,34.54,ZAR,Promo,2025-08-01 01:52:02,2025-08-08 01:52:02,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-891768,SHOP,38.17,,Regular,2024-03-11 11:28:28,2024-04-11 11:28:28,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-891768,CHK,40.46,ZAR,Regular,2025-11-20 10:15:04,2025-12-20 10:15:04,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-577150,USV,32.07,ZAR,Regular,2024-02-09 13:06:27,2024-03-09 13:06:27,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-577150,CHK,33.99,ZAR,Promo,2025-02-19 18:05:33,2025-02-26 18:05:33,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-120970,USV,26.63,ZAR,Regular,2024-01-12 09:29:10,2024-02-12 09:29:10,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-120970,USV,28.23,,Promo,2025-01-01 22:53:23,2025-01-08 22:53:23,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-399305,SHOP,16.34,ZAR,Promo,2024-06-01 15:23:39,2024-06-08 15:23:39,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-399305,USV,17.32,ZAR,Regular,2025-11-09 06:37:09,2025-12-09 06:37:09,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-311716,C60,98.88,ZAR,Promo,2024-06-16 12:52:01,2024-06-23 12:52:01,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-311716,SHOP,104.81,ZAR,Promo,2025-01-04 07:01:00,2025-01-11 07:01:00,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-110257,CHK,18.51,ZAR,Regular,2024-01-09 14:54:53,2024-02-09 14:54:53,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-110257,C60,19.62,ZAR,Promo,2025-02-19 06:59:33,2025-02-26 06:59:33,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-273217,C60,20.64,ZAR,Regular,2024-08-06 13:00:30,2024-09-06 13:00:30,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-273217,USV,21.88,ZAR,Regular,2025-07-25 03:59:18,2025-08-25 03:59:18,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-569853,USV,30.4,ZAR,Regular,2024-12-03 01:31:48,2025-01-03 01:31:48,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-569853,USV,32.22,ZAR,Regular,2025-07-20 00:03:49,2025-08-20 00:03:49,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-724006,CHK,84.44,ZAR,Promo,2024-10-02 11:45:14,2024-10-09 11:45:14,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-724006,CHK,89.51,ZAR,Promo,2025-11-05 05:13:29,2025-11-12 05:13:29,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-867234,USV,52.27,ZAR,Regular,2024-03-12 21:52:46,2024-04-12 21:52:46,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-867234,USV,55.41,ZAR,Regular,2025-12-13 21:42:13,2026-01-13 21:42:13,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-188543,CHK,32.2,ZAR,Promo,2024-11-25 09:17:47,2024-12-02 09:17:47,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-188543,CHK,34.13,ZAR,Regular,2025-06-28 18:46:07,2025-07-28 18:46:07,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-201160,USV,82.09,ZAR,Regular,2024-07-28 12:52:38,2024-08-28 12:52:38,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-201160,CHK,87.02,ZAR,Regular,2025-06-23 20:09:08,2025-07-23 20:09:08,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-442258,SHOP,84.89,ZAR,Promo,2024-03-13 00:16:29,2024-03-20 00:16:29,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-442258,C60,89.98,ZAR,Regular,2025-01-11 22:13:42,2025-02-11 22:13:42,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-101010,USV,18.1,ZAR,Promo,2024-09-26 01:10:21,2024-10-03 01:10:21,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-101010,CHK,19.19,ZAR,Promo,2025-03-21 11:35:34,2025-03-28 11:35:34,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-101010,CHK,19.19,ZAR,Promo,2025-03-21 11:35:34,2025-03-28 11:35:34,Shoprite X,2026-02-24 04:09:54,BATCH-20260224-01
SKU-448936,USV,24.54,ZAR,Regular,2024-07-13 13:07:13,2024-08-13 13:07:13,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-448936,SHOP,26.01,ZAR,Regular,2025-01-14 22:31:59,2025-02-14 22:31:59,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-760580,CHK,16.74,ZAR,Promo,2024-06-17 06:08:59,2024-06-24 06:08:59,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-760580,C60,17.75,ZAR,Promo,2025-10-09 04:07:45,2025-10-16 04:07:45,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-673327,USV,15.71,ZAR,Regular,2024-09-01 20:44:14,2024-10-01 20:44:14,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-673327,C60,16.65,ZAR,Promo,2025-11-26 05:26:17,2025-12-03 05:26:17,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-566137,CHK,31.81,ZAR,Promo,2024-07-21 13:36:24,2024-07-28 13:36:24,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-566137,USV,33.72,ZAR,Regular,2025-01-26 08:41:07,2025-02-26 08:41:07,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-566137,USV,33.72,ZAR,Regular,2025-01-26 08:41:07,2025-02-26 08:41:07,Shoprite X,2026-02-24 04:09:54,BATCH-20260224-01
SKU-375540,C60,48.1,ZAR,Regular,2024-10-08 06:54:55,2024-11-08 06:54:55,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-375540,SHOP,50.99,ZAR,Regular,2025-10-17 19:19:55,2025-11-17 19:19:55,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-395962,SHOP,48.2,ZAR,Promo,2024-10-22 00:18:53,2024-10-29 00:18:53,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-395962,C60,51.09,ZAR,Regular,2025-05-28 06:41:40,2025-06-28 06:41:40,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-298980,SHOP,14.67,ZAR,Promo,2024-05-10 04:15:03,2024-05-17 04:15:03,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-298980,CHK,15.55,ZAR,Promo,2025-08-27 21:01:33,2025-09-03 21:01:33,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-662625,CHK,27.94,ZAR,Regular,2024-11-24 05:06:09,2024-12-24 05:06:09,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-662625,SHOP,29.62,ZAR,Regular,2025-11-09 13:52:44,2025-12-09 13:52:44,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-251571,C60,37.44,ZAR,Regular,2024-05-28 07:59:40,2024-06-28 07:59:40,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-251571,USV,39.69,ZAR,Promo,2025-11-22 16:09:50,2025-11-29 16:09:50,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-763561,USV,37.1,ZAR,Regular,2024-02-20 14:09:02,2024-03-20 14:09:02,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-763561,SHOP,39.33,ZAR,Promo,2025-01-08 07:42:05,2025-01-15 07:42:05,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-663981,C60,14.22,ZAR,Regular,2024-02-19 20:43:42,2024-03-19 20:43:42,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-663981,SHOP,15.07,ZAR,Regular,2025-10-02 03:13:18,2025-11-02 03:13:18,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-849132,SHOP,26.88,ZAR,Promo,2024-05-04 10:11:49,2024-05-11 10:11:49,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-849132,SHOP,28.49,ZAR,Regular,2025-07-21 18:57:14,2025-08-21 18:57:14,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-760996,C60,17.0,ZAR,Promo,2024-08-05 14:16:08,2024-08-12 14:16:08,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-760996,USV,18.02,ZAR,Promo,2025-06-16 18:40:14,2025-06-23 18:40:14,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-207340,C60,21.46,ZAR,Promo,2024-05-19 20:38:18,2024-05-26 20:38:18,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-207340,USV,22.75,ZAR,Promo,2025-05-14 13:18:08,2025-05-21 13:18:08,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-710116,CHK,19.13,ZAR,Promo,2024-11-27 03:54:03,2024-12-04 03:54:03,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-710116,USV,20.28,ZAR,Promo,2025-10-14 19:00:03,2025-10-21 19:00:03,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-769308,C60,48.17,ZAR,Promo,2024-08-20 13:44:49,2024-08-27 13:44:49,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-769308,C60,51.06,ZAR,Regular,2025-06-14 06:33:06,2025-07-14 06:33:06,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-966210,USV,17.17,ZAR,Promo,2024-02-09 18:16:09,2024-02-16 18:16:09,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-966210,USV,18.2,ZAR,Promo,2025-08-02 16:11:16,2025-08-09 16:11:16,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-102172,CHK,21.22,ZAR,Promo,2024-04-10 14:01:00,2024-04-17 14:01:00,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-102172,CHK,21.22,ZAR,Promo,2024-04-10 14:01:00,2024-04-17 14:01:00,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-102172,C60,22.49,ZAR,Regular,2025-06-13 07:56:14,2025-07-13 07:56:14,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-960134,USV,32.59,ZAR,Regular,2024-12-05 18:43:35,2025-01-05 18:43:35,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-960134,CHK,34.55,ZAR,Promo,2025-10-20 09:51:27,2025-10-27 09:51:27,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-187699,SHOP,89.17,ZAR,Regular,2024-12-09 13:30:03,2025-01-09 13:30:03,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-187699,SHOP,94.52,ZAR,Regular,2025-06-19 20:26:07,2025-07-19 20:26:07,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-692843,SHOP,16.92,ZAR,Regular,2024-09-21 08:12:41,2024-10-21 08:12:41,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-692843,SHOP,17.94,ZAR,Promo,2025-08-27 03:17:51,2025-09-03 03:17:51,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-605638,USV,26.56,ZAR,Regular,2024-09-17 05:33:52,2024-10-17 05:33:52,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-605638,USV,28.15,ZAR,Regular,2025-05-24 06:30:48,2025-06-24 06:30:48,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-147468,CHK,38.55,ZAR,Regular,2024-10-04 06:05:33,2024-11-04 06:05:33,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-147468,SHOP,40.86,ZAR,Regular,2025-01-28 13:21:57,2025-02-28 13:21:57,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-356137,SHOP,88.35,ZAR,Regular,2024-12-03 03:40:05,2025-01-03 03:40:05,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-356137,C60,93.65,ZAR,Regular,2025-05-06 02:44:11,2025-06-06 02:44:11,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-370669,CHK,87.39,ZAR,Regular,2024-10-10 01:08:16,2024-11-10 01:08:16,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-370669,SHOP,92.63,ZAR,Promo,2025-06-23 08:54:44,2025-06-30 08:54:44,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-585671,CHK,23.27,,Regular,2024-09-12 23:40:46,2024-10-12 23:40:46,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-585671,SHOP,24.67,ZAR,Regular,2025-04-10 02:55:16,2025-05-10 02:55:16,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-824919,USV,83.42,ZAR,Regular,2024-05-23 06:03:58,2024-06-23 06:03:58,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-824919,USV,88.43,ZAR,Regular,2025-03-09 14:34:55,2025-04-09 14:34:55,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-747627,SHOP,35.94,ZAR,Regular,2024-01-09 13:55:09,2024-02-09 13:55:09,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-747627,CHK,38.1,ZAR,Regular,2025-10-02 18:29:28,2025-11-02 18:29:28,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-110957,CHK,27.47,ZAR,Regular,2024-05-01 18:49:12,2024-06-01 18:49:12,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-110957,USV,29.12,ZAR,Regular,2025-02-14 14:23:30,2025-03-14 14:23:30,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-156997,SHOP,18.83,ZAR,Regular,2024-11-22 07:05:46,2024-12-22 07:05:46,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-156997,USV,19.96,ZAR,Promo,2025-07-18 12:29:40,2025-07-25 12:29:40,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-351255,USV,103.54,ZAR,Promo,2024-09-19 06:44:07,2024-09-26 06:44:07,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-351255,USV,109.75,ZAR,Promo,2025-06-16 17:42:46,2025-06-23 17:42:46,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-157336,C60,20.18,ZAR,Promo,2024-08-20 17:00:01,2024-08-27 17:00:01,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-157336,USV,21.39,ZAR,Promo,2025-03-22 19:06:31,2025-03-29 19:06:31,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-480327,C60,17.99,ZAR,Promo,2024-12-07 19:27:07,2024-12-14 19:27:07,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-480327,C60,19.07,ZAR,Regular,2025-11-10 18:51:42,2025-12-10 18:51:42,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-852377,CHK,29.14,ZAR,Regular,2024-02-02 08:43:41,2024-03-02 08:43:41,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-852377,CHK,30.89,ZAR,Regular,2025-09-21 13:43:35,2025-10-21 13:43:35,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-496663,SHOP,15.19,ZAR,,2024-11-16 02:33:29,2024-11-23 02:33:29,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-496663,SHOP,16.1,ZAR,Regular,2025-11-23 09:56:28,2025-12-23 09:56:28,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-239101,SHOP,36.48,ZAR,Regular,2024-10-09 05:51:16,2024-11-09 05:51:16,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-239101,CHK,38.67,ZAR,Regular,2025-05-27 01:18:07,2025-06-27 01:18:07,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-549792,C60,59.5,ZAR,Regular,2024-02-07 19:04:19,2024-03-07 19:04:19,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-549792,C60,63.07,ZAR,,2025-01-03 23:47:30,2025-01-10 23:47:30,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-504711,C60,50.04,ZAR,Regular,2024-02-20 18:38:32,2024-03-20 18:38:32,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-504711,C60,50.04,ZAR,Regular,2024-02-20 18:38:32,2024-03-20 18:38:32,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-504711,SHOP,53.04,ZAR,Regular,2025-12-11 21:51:50,2026-01-11 21:51:50,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-229425,SHOP,36.62,ZAR,Regular,2024-03-03 00:59:40,2024-04-03 00:59:40,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-229425,C60,38.82,ZAR,Regular,2025-12-03 19:14:01,2026-01-03 19:14:01,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-128489,CHK,90.25,ZAR,Promo,2024-11-19 21:47:37,2024-11-26 21:47:37,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-128489,SHOP,95.67,ZAR,Promo,2025-04-16 22:32:17,2025-04-23 22:32:17,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-190512,C60,22.34,ZAR,Regular,2024-04-17 05:41:02,2024-05-17 05:41:02,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-190512,SHOP,23.68,ZAR,Regular,2025-11-02 21:22:16,2025-12-02 21:22:16,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-689229,CHK,31.89,ZAR,Regular,2024-08-11 10:02:23,2024-09-11 10:02:23,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-689229,CHK,33.8,ZAR,Regular,2025-07-20 10:36:30,2025-08-20 10:36:30,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-726034,C60,90.94,ZAR,Regular,2024-08-12 19:20:03,2024-09-12 19:20:03,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-726034,SHOP,96.4,ZAR,Regular,2025-09-11 15:08:54,2025-10-11 15:08:54,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-557007,CHK,15.4,ZAR,Regular,2024-07-19 12:21:03,2024-08-19 12:21:03,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-557007,SHOP,16.32,ZAR,Regular,2025-06-19 08:06:52,2025-07-19 08:06:52,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-740005,C60,23.39,ZAR,Regular,2024-08-07 05:31:15,2024-09-07 05:31:15,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-740005,CHK,24.79,ZAR,Regular,2025-07-02 18:14:49,2025-08-02 18:14:49,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-895721,C60,103.11,ZAR,Regular,2024-05-15 01:57:31,2024-06-15 01:57:31,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-895721,SHOP,109.3,ZAR,Regular,2025-12-06 19:11:45,2026-01-06 19:11:45,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-359688,SHOP,83.68,ZAR,Regular,2024-06-27 18:05:43,2024-07-27 18:05:43,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-359688,SHOP,88.7,ZAR,Regular,2025-04-08 01:21:04,2025-05-08 01:21:04,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-402072,USV,21.47,ZAR,Promo,2024-09-13 06:05:50,2024-09-20 06:05:50,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-402072,C60,22.76,ZAR,Regular,2025-07-27 00:39:55,2025-08-27 00:39:55,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-477388,C60,27.82,ZAR,Regular,2024-05-07 17:42:42,2024-06-07 17:42:42,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-477388,SHOP,29.49,ZAR,Regular,2025-02-27 05:55:07,2025-03-27 05:55:07,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-147960,C60,81.08,ZAR,Regular,2024-10-12 07:14:11,2024-11-12 07:14:11,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-147960,USV,85.95,ZAR,Promo,2025-12-06 12:44:43,2025-12-13 12:44:43,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-367498,CHK,27.92,ZAR,Promo,2024-02-25 13:45:04,2024-03-03 13:45:04,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-367498,C60,29.6,ZAR,Promo,2025-06-09 15:32:18,2025-06-16 15:32:18,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-172457,CHK,15.24,,Promo,2024-12-26 23:58:57,2025-01-02 23:58:57,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-172457,SHOP,16.15,ZAR,Promo,2025-11-14 10:58:29,2025-11-21 10:58:29,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-200244,USV,19.97,ZAR,Promo,2024-10-13 01:46:48,2024-10-20 01:46:48,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-200244,CHK,21.17,ZAR,Regular,2025-06-08 10:52:04,2025-07-08 10:52:04,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-818328,SHOP,32.76,ZAR,Promo,2024-08-09 07:10:22,2024-08-16 07:10:22,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-818328,SHOP,34.73,ZAR,Regular,2025-10-09 10:04:25,2025-11-09 10:04:25,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-443438,USV,25.52,ZAR,Regular,2024-08-23 09:18:45,2024-09-23 09:18:45,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-443438,USV,27.05,ZAR,Promo,2025-10-05 02:17:02,2025-10-12 02:17:02,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-516784,USV,93.19,ZAR,Promo,2024-08-13 14:21:06,2024-08-20 14:21:06,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-516784,SHOP,98.78,ZAR,Regular,2025-12-12 13:00:29,2026-01-12 13:00:29,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-635841,CHK,39.93,ZAR,Regular,2024-05-03 11:51:01,2024-06-03 11:51:01,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-635841,C60,42.33,ZAR,Regular,2025-03-02 22:18:27,2025-04-02 22:18:27,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-197738,SHOP,50.44,ZAR,Promo,2024-03-11 08:23:00,2024-03-18 08:23:00,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-197738,SHOP,53.47,ZAR,Promo,2025-12-17 11:13:39,2025-12-24 11:13:39,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-395950,SHOP,19.79,ZAR,Regular,2024-02-10 05:49:56,2024-03-10 05:49:56,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-395950,CHK,20.98,ZAR,Regular,2025-04-02 03:22:09,2025-05-02 03:22:09,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-395950,CHK,20.98,ZAR,Regular,2025-04-02 03:22:09,2025-05-02 03:22:09,Shoprite X,2026-02-24 04:09:54,BATCH-20260224-01
SKU-428035,SHOP,18.92,ZAR,Promo,2024-10-23 06:08:06,2024-10-30 06:08:06,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-428035,SHOP,20.06,ZAR,Regular,2025-01-25 11:07:00,2025-02-25 11:07:00,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-633844,USV,19.61,ZAR,Regular,2024-04-17 18:14:02,2024-05-17 18:14:02,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-633844,USV,20.79,ZAR,Regular,2025-08-13 16:24:58,2025-09-13 16:24:58,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-985100,CHK,38.04,ZAR,Promo,2024-03-07 09:19:45,2024-03-14 09:19:45,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
SKU-985100,CHK,40.32,ZAR,Promo,2025-03-02 00:57:15,2025-03-09 00:57:15,Shoprite X,2026-02-24 04:09:53,BATCH-20260224-01
