product_sku,product_name,brand,division,category,pack_size,variant,standard_cost,supplier_name,source_system,load_timestamp,batch_id
SKU-715855,Sunlight Dishwashing Liquid,Sunlight,Household,Cleaning Supplies,750,,30.75,Unilever,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-874242,Ladismith Cheddar Cheese,Ladismith,Fresh Food,Dairy & Eggs,400,,55.43,Woodlands Dairy,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-980654,Omo Auto Washing Powder,Omo,Household,Cleaning Supplies,2,,103.68,Unilever,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-164165,Country Fair Chicken Braaipack,Country Fair,Fresh Food,Meat & Poultry,1.5,,87.18,Astral Foods,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-243071,ZZ2 Tomatoes,ZZ2,Fresh Food,Produce,1,,22.05,ZZ2,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-809246,Lays Lightly Salted Chips,Lays,Grocery Essentials,Snacks & Confectionery,120,,18.47,PepsiCo,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-350038,Handy Andy Ammonia Floor Cleaner,Handy Andy,Household,Cleaning Supplies,750,,27.78,Unilever,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-757812,Nulaid Extra Large Eggs,Nulaid,Fresh Food,Dairy & Eggs,30,,84.68,Quantum Foods,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-217473,Beacon Sweets Pack,Beacon,Grocery Essentials,Snacks & Confectionery,100,,15.25,Tiger Brands,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-786262,Albany Brown Bread,Albany,Fresh Food,Bakery,1,,14.98,Tiger Brands,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-101745,Freshmark Onions,Freshmark,Fresh Food,Produce,1,,19.59,Freshmark,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-174532,NikNaks Cheese Snacks,NikNaks,Grocery Essentials,Snacks & Confectionery,135,,16.5,PepsiCo,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-336437,Blue Ribbon White Bread,Blue Ribbon,Fresh Food,Bakery,1,,17.2,Premier FMCG,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-925610,Simba Smoked Beef Chips,Simba,Grocery Essentials,Snacks & Confectionery,120,,19.97,PepsiCo,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-684839,Rainbow Chicken Chicken Mixed Portions (IQF),Rainbow Chicken,Fresh Food,Meat & Poultry,2,,99.79,RCL Foods,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-716514,ZZ2 Tomatoes,ZZ2,,Produce,1,,27.91,ZZ2,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-983313,Omo Auto Washing Powder,Omo,Household,Cleaning Supplies,2,,94.11,Unilever,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-983313,Omo Auto Washing Powder,Omo,Household,Cleaning Supplies,2,,94.11,Unilever,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-582378,Doritos Sweet Chilli Pepper Chips,Doritos,Grocery Essentials,Snacks & Confectionery,145,,19.03,PepsiCo,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-243815,Clover Full Cream Milk,Clover,Fresh Food,Dairy & Eggs,2,,34.53,Clover SA,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-715665,Rainbow Chicken Chicken Mixed Portions (IQF),Rainbow Chicken,Fresh Food,Meat & Poultry,2,,99.69,RCL Foods,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-710907,Beacon Sweets Pack,Beacon,Grocery Essentials,Snacks & Confectionery,100,,17.01,Tiger Brands,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-501698,Country Fair Chicken Braaipack,Country Fair,Fresh Food,Meat & Poultry,1.5,,93.66,Astral Foods,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-943025,Blue Ribbon White Bread,Blue Ribbon,Fresh Food,Bakery,1,,14.99,Premier FMCG,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-792855,Freshmark Apples,Freshmark,Fresh Food,Produce,1.5,,27.23,Freshmark,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-825987,Country Fair Chicken Braaipack,Country Fair,Fresh Food,Meat & Poultry,1.5,,92.15,Astral Foods,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-692006,Cappy Orange Juice Blend,Cappy,Beverages,Drinks & Beverages,1.5,,31.23,Coca-Cola Beverages SA,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-537865,Sunlight Dishwashing Liquid,Sunlight,Household,Cleaning Supplies,750,,32.98,Unilever,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-872679,Nulaid Extra Large Eggs,Nulaid,Fresh Food,Dairy & Eggs,30,,75.81,Quantum Foods,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-589652,Beacon Sweets Pack,Beacon,Grocery Essentials,Snacks & Confectionery,100,,19.6,Tiger Brands,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-721365,Championship Boerewors Thick Boerewors,Championship Boerewors,Fresh Food,Meat & Poultry,1,,104.58,Shoprite Private Label,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-271508,Albany Brown Bread,Albany,Fresh Food,Bakery,1,,14.45,Tiger Brands,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-307537,Doritos Sweet Chilli Pepper Chips,Doritos,Grocery Essentials,Snacks & Confectionery,145,,18.82,PepsiCo,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-223748,Oros Orange Squash,Oros,Beverages,Drinks & Beverages,2,,41.48,Tiger Brands,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-477994,Nulaid Large Eggs,Nulaid,Fresh Food,Dairy & Eggs,18,,48.56,Quantum Foods,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-146758,Freshmark Apples,Freshmark,Fresh Food,Produce,1.5,,28.74,Freshmark,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-375942,ZZ2 Tomatoes,ZZ2,Fresh Food,Produce,1,,23.73,ZZ2,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-459160,Sasko Premium White Bread,Sasko,Fresh Food,Bakery,1,,18.54,Pioneer Foods,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-503841,Clover Full Cream Milk,Clover,Fresh Food,Dairy & Eggs,2,,34.05,Clover SA,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-836440,Cappy Orange Juice Blend,Cappy,Beverages,Drinks & Beverages,1.5,,25.76,Coca-Cola Beverages SA,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-932048,Blue Ribbon White Bread,Blue Ribbon,Fresh Food,Bakery,1,,15.76,Premier FMCG,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-525764,Sunlight Dishwashing Liquid,Sunlight,Household,Cleaning Supplies,750,,32.59,Unilever,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-891768,Freshmark Potatoes,Freshmark,Fresh Food,Produce,2,,38.18,Freshmark,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-577150,Handy Andy Ammonia Floor Cleaner,Handy Andy,Household,Cleaning Supplies,750,,32.08,Unilever,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-120970,Cappy Orange Juice Blend,Cappy,Beverages,Drinks & Beverages,1.5,,26.64,Coca-Cola Beverages SA,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-399305,Simba Cheese & Onion Chips,Simba,Grocery Essentials,Snacks & Confectionery,120,,16.35,PepsiCo,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-311716,Farmbest Pork Chops,Farmbest,Fresh Food,Meat & Poultry,1,,98.89,Farmbest,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-110257,Freshmark Onions,Freshmark,Fresh Food,Produce,1,,18.52,Freshmark,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-273217,Albany Hot Dog Rolls,Albany,Fresh Food,Bakery,6,,20.65,Tiger Brands,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-569853,Freshmark Potatoes,Freshmark,Fresh Food,Produce,2,,30.41,Freshmark,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-724006,Rainbow Chicken Fresh Whole Chicken,Rainbow Chicken,Fresh Food,Meat & Poultry,1.5,,84.45,RCL Foods,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-867234,Ladismith Cheddar Cheese,Ladismith,Fresh Food,Dairy & Eggs,400,,52.28,Woodlands Dairy,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-188543,Clover Full Cream Milk,,Fresh Food,Dairy & Eggs,2,,32.21,Clover SA,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-201160,Nulaid Extra Large Eggs,Nulaid,Fresh Food,Dairy & Eggs,30,,82.1,Quantum Foods,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-442258,Country Fair Chicken Braaipack,Country Fair,Fresh Food,Meat & Poultry,1.5,,84.9,Astral Foods,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-101010,Lays Lightly Salted Chips,Lays,Grocery Essentials,Snacks & Confectionery,120,,18.11,PepsiCo,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-448936,Nature's Choice Bananas,Nature's Choice,Fresh Food,Produce,1,,24.55,Freshmark,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-760580,Sunbake Brown Bread,Sunbake,Fresh Food,Bakery,1,,16.75,RCL Foods,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-673327,Sunbake Brown Bread,Sunbake,Fresh Food,Bakery,1,,15.72,RCL Foods,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-566137,Sunlight Dishwashing Liquid,Sunlight,Household,Cleaning Supplies,750,,31.82,Unilever,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-375540,Nulaid Large Eggs,Nulaid,Fresh Food,Dairy & Eggs,18,,,Quantum Foods,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-395962,Nulaid Large Eggs,Nulaid,Fresh Food,Dairy & Eggs,18,,48.21,Quantum Foods,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-298980,Albany Brown Bread,Albany,Fresh Food,Bakery,1,,14.68,Tiger Brands,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-662625,Handy Andy Ammonia Floor Cleaner,Handy Andy,Household,Cleaning Supplies,750,,27.95,Unilever,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-251571,Clover Full Cream Milk,Clover,Fresh Food,Dairy & Eggs,2,,37.45,Clover SA,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-763561,Danone NutriDay Plain Yoghurt,Danone,Fresh Food,Dairy & Eggs,1,,37.11,Danone,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-663981,Albany Brown Bread,Albany,Fresh Food,Bakery,1,,14.23,Tiger Brands,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-849132,Liqui Fruit 100% Fruit Juice,Liqui Fruit,Beverages,Drinks & Beverages,1,,26.89,Pioneer Foods,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-760996,Beacon Sweets Pack,Beacon,Grocery Essentials,Snacks & Confectionery,100,,17.01,Tiger Brands,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-207340,ZZ2 Tomatoes,ZZ2,Fresh Food,Produce,1,,21.47,ZZ2,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-710116,Lays Lightly Salted Chips,Lays,Grocery Essentials,Snacks & Confectionery,120,,19.14,PepsiCo,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-769308,Nulaid Large Eggs,Nulaid,Fresh Food,Dairy & Eggs,18,,48.18,Quantum Foods,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-966210,Freshmark Onions,Freshmark,Fresh Food,Produce,1,,17.18,Freshmark,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-102172,Freshmark Onions,Freshmark,Fresh Food,Produce,1,,21.23,Freshmark,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-960134,Danone NutriDay Plain Yoghurt,Danone,Fresh Food,Dairy & Eggs,1,,32.6,Danone,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-187699,Farmbest Pork Chops,Farmbest,Fresh Food,Meat & Poultry,1,,89.18,Farmbest,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-692843,Albany White Bread,Albany,Fresh Food,Bakery,1,,16.93,Tiger Brands,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-605638,Liqui Fruit 100% Fruit Juice,Liqui Fruit,Beverages,Drinks & Beverages,1,,26.57,Pioneer Foods,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-147468,Freshmark Potatoes,Freshmark,Fresh Food,Produce,2,,38.56,Freshmark,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-356137,Farmbest Pork Chops,Farmbest,Fresh Food,Meat & Poultry,1,,88.36,Farmbest,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-370669,Championship Boerewors Thick Boerewors,Championship Boerewors,Fresh Food,Meat & Poultry,1,,87.4,Shoprite Private Label,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-585671,Nature's Choice Bananas,Nature's Choice,Fresh Food,Produce,1,,23.28,Freshmark,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-824919,Nulaid Extra Large Eggs,Nulaid,Fresh Food,Dairy & Eggs,30,,83.43,Quantum Foods,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-747627,Clover Full Cream Milk,Clover,Fresh Food,Dairy & Eggs,2,,35.95,Clover SA,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-110957,Cadbury Dairy Milk Chocolate Slab,Cadbury,Grocery Essentials,Snacks & Confectionery,150,,27.48,Mondelez,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-156997,Nature's Choice Bananas,Nature's Choice,Fresh Food,Produce,1,,18.84,Freshmark,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-351255,Championship Boerewors Thick Boerewors,Championship Boerewors,Fresh Food,Meat & Poultry,1,,103.55,Shoprite Private Label,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-351255,Championship Boerewors Thick Boerewors,Championship Boerewors,Fresh Food,Meat & Poultry,1,,103.55,Shoprite Private Label,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-157336,Freshmark Onions,Freshmark,Fresh Food,Produce,1,,20.19,Freshmark,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-480327,Freshmark Onions,Freshmark,Fresh Food,Produce,1,,18.0,Freshmark,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-852377,Sunlight Dishwashing Liquid,Sunlight,Household,Cleaning Supplies,750,,29.15,Unilever,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-496663,NikNaks Cheese Snacks,NikNaks,Grocery Essentials,Snacks & Confectionery,135,,15.2,PepsiCo,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-239101,Danone NutriDay Plain Yoghurt,Danone,Fresh Food,Dairy & Eggs,1,,36.49,Danone,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-549792,Parmalat Cheddar Cheese,Parmalat,Fresh Food,Dairy & Eggs,400,,59.51,Parmalat,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-504711,Parmalat Cheddar Cheese,Parmalat,Fresh Food,Dairy & Eggs,400,,50.05,Parmalat,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-229425,Clover Low Fat Milk,Clover,Fresh Food,Dairy & Eggs,2,,36.63,Clover SA,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-128489,Rainbow Chicken Chicken Mixed Portions (IQF),Rainbow Chicken,Fresh Food,Meat & Poultry,2,,90.26,RCL Foods,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-190512,Nature's Choice Bananas,Nature's Choice,Fresh Food,Produce,1,,22.35,Freshmark,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-689229,Freshmark Potatoes,Freshmark,Fresh Food,Produce,2,,31.9,Freshmark,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-726034,Rainbow Chicken Chicken Mixed Portions (IQF),Rainbow Chicken,Fresh Food,Meat & Poultry,2,,90.95,RCL Foods,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-557007,NikNaks Cheese Snacks,NikNaks,Grocery Essentials,Snacks & Confectionery,135,,15.41,PepsiCo,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-740005,Coca-Cola Coca-Cola Original,Coca-Cola,Beverages,Drinks & Beverages,2,,23.4,Coca-Cola Beverages SA,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-895721,Omo Auto Washing Powder,Omo,Household,Cleaning Supplies,2,,103.12,Unilever,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-359688,Farmbest Pork Chops,Farmbest,Fresh Food,Meat & Poultry,1,,83.69,Farmbest,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-402072,Doritos Sweet Chilli Pepper Chips,Doritos,Grocery Essentials,Snacks & Confectionery,145,,21.48,PepsiCo,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-477388,Cappy Orange Juice Blend,Cappy,Beverages,Drinks & Beverages,1.5,,27.83,Coca-Cola Beverages SA,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-147960,Nulaid Extra Large Eggs,Nulaid,Fresh Food,Dairy & Eggs,30,,81.09,Quantum Foods,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-367498,Liqui Fruit 100% Fruit Juice,Liqui Fruit,Beverages,Drinks & Beverages,1,,27.93,Pioneer Foods,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-172457,Beacon Sweets Pack,Beacon,Grocery Essentials,Snacks & Confectionery,100,,,Tiger Brands,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-200244,Simba Cheese & Onion Chips,Simba,Grocery Essentials,Snacks & Confectionery,120,,19.98,PepsiCo,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-818328,Freshmark Potatoes,Freshmark,Fresh Food,Produce,2,,32.77,Freshmark,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-443438,Coca-Cola Coca-Cola Original,Coca-Cola,Beverages,Drinks & Beverages,2,,25.53,Coca-Cola Beverages SA,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-516784,Omo Auto Washing Powder,Omo,Household,Cleaning Supplies,2,,93.2,Unilever,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-635841,Oros Orange Squash,Oros,Beverages,Drinks & Beverages,2,,39.94,Tiger Brands,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-197738,Ladismith Cheddar Cheese,Ladismith,Fresh Food,Dairy & Eggs,400,,50.45,Woodlands Dairy,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-395950,Beacon Sweets Pack,Beacon,Grocery Essentials,Snacks & Confectionery,100,,19.8,Tiger Brands,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-428035,Doritos Sweet Chilli Pepper Chips,Doritos,Grocery Essentials,Snacks & Confectionery,145,,18.93,PepsiCo,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-633844,Freshmark Onions,Freshmark,Fresh Food,Produce,1,,19.62,Freshmark,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-985100,Oros Orange Squash,Oros,Beverages,Drinks & Beverages,2,,38.05,Tiger Brands,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-481454,Handy Andy Ammonia Floor Cleaner,Handy Andy,Household,Cleaning Supplies,750,,27.66,Unilever,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-350625,Simba Smoked Beef Chips,Simba,Grocery Essentials,Snacks & Confectionery,120,,16.62,PepsiCo,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-524370,Parmalat Cheddar Cheese,Parmalat,Fresh Food,Dairy & Eggs,400,,56.09,Parmalat,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-524370,Parmalat Cheddar Cheese,Parmalat,Fresh Food,Dairy & Eggs,400,,56.09,Parmalat,SAP_ERP,2026-02-24 04:09:54,BATCH-20260224-01
SKU-733462,Cadbury Dairy Milk Chocolate Slab,Cadbury,Grocery Essentials,Snacks & Confectionery,150,,29.53,Mondelez,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-547544,Rainbow Chicken Fresh Whole Chicken,Rainbow Chicken,Fresh Food,Meat & Poultry,1.5,,89.32,RCL Foods,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-783412,Simba Cheese & Onion Chips,Simba,Grocery Essentials,Snacks & Confectionery,120,,18.7,PepsiCo,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-982956,Doritos Sweet Chilli Pepper Chips,Doritos,Grocery Essentials,Snacks & Confectionery,145,,18.57,PepsiCo,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-263706,Coca-Cola Coca-Cola No Sugar,Coca-Cola,Beverages,Drinks & Beverages,2,,23.41,Coca-Cola Beverages SA,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-104123,Blue Ribbon White Bread,Blue Ribbon,Fresh Food,Bakery,1,,15.83,Premier FMCG,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-152977,Rainbow Chicken Fresh Whole Chicken,Rainbow Chicken,Fresh Food,Meat & Poultry,1.5,,83.0,RCL Foods,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-929389,Freshmark Onions,Freshmark,Fresh Food,Produce,1,,15.49,Freshmark,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-498309,Lays Lightly Salted Chips,Lays,Grocery Essentials,Snacks & Confectionery,120,,21.93,PepsiCo,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-825538,Freshmark Onions,Freshmark,Fresh Food,Produce,1,,20.17,Freshmark,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-288268,Doritos Sweet Chilli Pepper Chips,Doritos,Grocery Essentials,Snacks & Confectionery,145,,21.8,PepsiCo,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-241970,Cappy Orange Juice Blend,Cappy,Beverages,Drinks & Beverages,1.5,,28.27,Coca-Cola Beverages SA,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-699912,Cappy Orange Juice Blend,Cappy,Beverages,Drinks & Beverages,1.5,,25.74,Coca-Cola Beverages SA,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-267068,Cadbury Dairy Milk Chocolate Slab,Cadbury,Grocery Essentials,Snacks & Confectionery,150,,26.69,Mondelez,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-956670,Ladismith Cheddar Cheese,Ladismith,Fresh Food,Dairy & Eggs,400,,52.17,Woodlands Dairy,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-350325,Cadbury Dairy Milk Chocolate Slab,Cadbury,Grocery Essentials,Snacks & Confectionery,150,,26.44,Mondelez,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-859730,Simba Cheese & Onion Chips,Simba,Grocery Essentials,Snacks & Confectionery,120,,17.1,PepsiCo,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-791639,Simba Cheese & Onion Chips,Simba,Grocery Essentials,Snacks & Confectionery,120,,19.64,PepsiCo,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-856319,Championship Boerewors Thick Boerewors,Championship Boerewors,Fresh Food,Meat & Poultry,1,,100.22,Shoprite Private Label,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-827869,Parmalat Cheddar Cheese,Parmalat,Fresh Food,Dairy & Eggs,400,,57.3,Parmalat,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-527179,Blue Ribbon White Bread,Blue Ribbon,Fresh Food,Bakery,1,,14.08,Premier FMCG,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-416065,Ladismith Cheddar Cheese,Ladismith,Fresh Food,Dairy & Eggs,400,,,Woodlands Dairy,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-846933,Doritos Sweet Chilli Pepper Chips,Doritos,Grocery Essentials,Snacks & Confectionery,145,,18.16,PepsiCo,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-275252,Beacon Sweets Pack,Beacon,Grocery Essentials,Snacks & Confectionery,100,,15.05,Tiger Brands,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-488073,Liqui Fruit 100% Fruit Juice,Liqui Fruit,Beverages,Drinks & Beverages,1,,27.43,Pioneer Foods,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-596413,Simba Cheese & Onion Chips,Simba,Grocery Essentials,Snacks & Confectionery,120,,16.24,PepsiCo,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-705390,Freshmark Onions,Freshmark,Fresh Food,Produce,1,,16.43,Freshmark,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-705390,Freshmark Onions,Freshmark,Fresh Food,Produce,1,,16.43,Freshmark,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-138522,Clover Full Cream Milk,Clover,Fresh Food,Dairy & Eggs,2,,35.0,Clover SA,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-335606,Nulaid Extra Large Eggs,Nulaid,Fresh Food,Dairy & Eggs,30,,79.13,Quantum Foods,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-663418,Nature's Choice Bananas,Nature's Choice,Fresh Food,Produce,1,,23.89,Freshmark,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-236704,Nulaid Large Eggs,Nulaid,Fresh Food,Dairy & Eggs,18,,47.19,Quantum Foods,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
SKU-139884,Freshmark Onions,Freshmark,Fresh Food,Produce,1,,16.87,Freshmark,SAP_ERP,2026-02-24 04:09:53,BATCH-20260224-01
