order_date,customer_code,product_code,sold_quantity,gross_amount
2024-08-20,CUST-928873,SKU-846531,45,541.8
2025-03-17,CUST-352572,SKU-962636,103,2566.76
2025-02-25,CUST-393182,SKU-404958,488,2913.36
2024-05-03,CUST-199485,SKU-960684,178,2901.4
2024-04-02,CUST-811726,SKU-648094,812,8534.12
2025-12-21,CUST-693901,SKU-632339,159,5407.59
2025-11-26,CUST-527451,SKU-376006,392,6326.88
2025-04-27,CUST-847481,SKU-928541,937,17718.67
2024-09-29,CUST-810860,SKU-551658,380,6482.8
2025-11-27,CUST-619729,SKU-628646,845,16443.7
2024-01-04,CUST-471134,SKU-376140,29,2196.17
2024-10-29,CUST-649686,SKU-676757,703,18509.99
2025-09-16,CUST-707168,SKU-136511,180,3864.6
2025-09-07,CUST-800282,SKU-924610,568,16596.96
2024-09-26,CUST-514975,SKU-639418,642,104934.9
2024-07-04,CUST-762014,SKU-921265,395,12031.7
2025-01-12,CUST-293316,SKU-759155,487,6024.19
2024-12-02,CUST-275116,SKU-302529,93,3213.15
2025-10-30,CUST-317070,SKU-742408,933,25760.13
2025-02-24,CUST-394574,SKU-477707,125,2722.5
2025-12-28,CUST-337994,SKU-591727,273,7586.67
2024-05-29,CUST-698600,SKU-133652,954,22905.54
2025-03-07,CUST-742268,SKU-604699,907,5333.16
2025-02-09,CUST-509472,SKU-935285,111,1314.24
2025-05-18,CUST-493052,SKU-388776,677,29456.27
2025-10-20,CUST-119427,SKU-934107,258,7564.56
2024-04-21,CUST-732792,SKU-158176,111,3006.99
2024-04-05,CUST-582618,SKU-549484,776,54754.56
2024-07-18,CUST-944550,SKU-235700,517,25400.21
2024-04-17,CUST-148257,SKU-729831,128,898.56
2024-09-01,CUST-166698,SKU-701473,46,1316.52
2025-12-08,CUST-522837,SKU-751969,856,32673.52
2025-12-18,CUST-854076,SKU-512306,332,76403.16
2024-03-25,CUST-120960,SKU-632339,796,25535.68
2025-08-27,CUST-288266,SKU-278819,382,3907.86
2025-05-29,CUST-936794,SKU-450918,674,134968.5
2025-02-09,CUST-605893,SKU-279736,524,23506.64
2024-11-15,CUST-410175,SKU-701356,670,23389.7
2025-03-10,CUST-556781,SKU-119440,266,4160.24
2024-03-09,CUST-479916,SKU-453129,903,26972.61
2025-06-21,CUST-562216,SKU-790615,157,6418.16
2024-08-12,CUST-910480,SKU-732495,29,609.0
2025-01-27,CUST-827324,SKU-701473,190,5764.6
2024-07-22,CUST-875069,SKU-221226,743,7474.58
2024-06-03,CUST-556781,SKU-471853,101,7562.88
2024-11-30,CUST-536842,SKU-147232,839,27074.53
2024-03-09,CUST-929229,SKU-392487,601,15043.03
2024-11-30,CUST-337994,SKU-808522,664,22927.92
2024-09-13,CUST-410175,SKU-301621,31,189.1
2025-10-06,CUST-470870,SKU-801894,877,24012.26
2025-03-09,CUST-929229,SKU-805266,615,12865.8
2025-05-25,CUST-293316,SKU-977524,748,33996.6
2024-05-25,CUST-288304,SKU-773515,350,4364.5
2025-07-06,CUST-316733,SKU-671756,188,11169.08
2024-08-31,CUST-320445,SKU-101384,449,73613.55
2024-01-15,CUST-762014,SKU-925899,180,32592.6
2025-04-04,CUST-340708,SKU-824578,301,5041.75
2025-05-24,CUST-597957,SKU-221842,314,2643.88
2024-09-23,CUST-288266,SKU-261713,803,19079.28
2025-04-14,CUST-260338,SKU-830036,485,5897.6
2024-01-18,CUST-733299,SKU-805266,249,4915.26
2024-09-11,CUST-811726,SKU-971244,922,29697.62
2024-03-29,CUST-260067,SKU-544119,660,21225.6
2025-10-12,CUST-242261,SKU-888217,822,11853.24
2024-04-24,CUST-259249,SKU-197835,717,112382.58
2024-07-24,CUST-471134,SKU-417497,149,3094.73
2024-11-24,CUST-605893,SKU-684353,359,24914.6
2025-08-30,CUST-972086,SKU-527037,244,6041.44
2024-02-05,CUST-490601,SKU-824504,899,58560.86
2025-11-19,CUST-744591,SKU-737000,44,6121.28
2024-01-08,CUST-849242,SKU-319335,149,2822.06
2024-06-01,CUST-800282,SKU-846830,728,22895.6
2025-02-16,CUST-489396,SKU-732495,607,13511.82
2025-10-18,CUST-454384,SKU-319131,389,14579.72
2025-11-05,CUST-870409,SKU-934107,543,15920.76
2024-04-24,CUST-316733,SKU-766747,442,21118.76
2025-07-30,CUST-105144,SKU-183350,631,39797.17
2024-11-10,CUST-609226,SKU-580493,527,20874.47
2024-12-15,CUST-256522,SKU-270066,410,41266.5
2025-10-16,CUST-889320,SKU-513472,809,21584.12
2025-03-21,CUST-394574,SKU-263942,956,32083.36
2025-09-16,CUST-351962,SKU-375684,729,22234.5
2025-06-08,CUST-777375,SKU-275178,888,10780.32
2024-01-24,CUST-199485,SKU-946241,218,11386.14
2025-08-12,CUST-230013,SKU-740257,679,25482.87
2025-07-11,CUST-885127,SKU-166712,786,7419.84
2025-05-19,CUST-882701,SKU-344214,100,1658.0
2024-06-20,CUST-875069,SKU-547040,220,12438.8
2024-07-06,CUST-403434,SKU-861962,170,5117.0
2025-05-25,CUST-317070,SKU-819603,55,4158.55
2025-01-11,CUST-487875,SKU-340339,878,22661.18
2024-02-17,CUST-840622,SKU-275745,790,19955.4
2024-07-10,CUST-629112,SKU-956261,26,764.14
2024-09-24,CUST-253521,SKU-821936,757,25329.22
2024-09-12,CUST-148257,SKU-690774,798,21681.66
2025-12-03,CUST-522837,SKU-957650,18,466.02
2025-03-24,CUST-698600,SKU-672744,694,134011.4
2024-10-05,CUST-927812,SKU-753025,533,54254.07
2024-07-30,CUST-506220,SKU-183315,773,21891.36
2024-04-20,CUST-489396,SKU-625615,188,4466.88
2024-04-11,CUST-757111,SKU-509996,181,1158.4
2025-06-15,CUST-340708,SKU-625615,531,13370.58
2024-11-01,CUST-491857,SKU-238246,31,1323.39
2024-07-30,CUST-854076,SKU-798013,276,2500.56
2025-11-05,CUST-816130,SKU-582680,30,1889.1
2024-10-23,CUST-914892,SKU-286883,133,1275.47
2024-05-03,CUST-710722,SKU-487757,813,41950.8
2025-02-12,CUST-300751,SKU-119278,346,20092.22
2025-11-14,CUST-609226,SKU-720067,793,14955.98
2024-10-13,CUST-103165,SKU-461701,960,7344.0
2024-05-24,CUST-203644,SKU-818755,723,36641.64
2025-03-09,CUST-770551,SKU-242510,20,141.8
2025-05-29,CUST-542164,SKU-846292,867,13265.1
2025-01-20,CUST-281848,SKU-332262,110,3118.5
2024-10-26,CUST-671935,SKU-293545,525,21152.25
2024-12-15,CUST-671782,SKU-263520,519,18424.5
2025-01-27,CUST-309518,SKU-705631,867,22099.83
2024-06-27,CUST-230013,SKU-484408,374,5841.88
2024-03-16,CUST-374157,SKU-213023,982,11970.58
2024-11-28,CUST-279400,SKU-261886,128,4025.6
2024-12-31,CUST-669198,SKU-578490,386,15015.4
2024-04-12,CUST-646694,SKU-462069,987,33883.71
2024-11-05,CUST-148257,SKU-778324,196,2704.8
2025-03-04,CUST-466167,SKU-391173,563,15302.34
2025-07-31,CUST-167081,SKU-116897,551,7642.37
2024-02-07,CUST-849242,SKU-971244,61,1964.81
2024-07-19,CUST-849280,SKU-784713,196,9617.72
2024-05-21,CUST-974555,SKU-986263,35,1516.2
2025-04-14,CUST-927812,SKU-261886,84,2800.56
2025-09-25,CUST-208968,SKU-780876,64,3621.76
2024-08-21,CUST-757111,SKU-665051,682,18775.46
2024-06-03,CUST-827089,SKU-967145,93,2653.29
2025-01-19,CUST-316733,SKU-701356,665,24611.65
2024-10-05,CUST-533259,SKU-136801,492,23921.04
2025-11-27,CUST-279400,SKU-954671,301,23625.49
2024-09-29,CUST-242261,SKU-455118,864,6307.2
2024-03-09,CUST-374157,SKU-645749,513,10562.67
2024-06-12,CUST-493052,SKU-251696,920,50296.4
2024-05-31,CUST-410175,SKU-447687,807,14404.95
2024-09-15,CUST-840622,SKU-371419,612,12699.0
2025-01-29,CUST-345089,SKU-550979,300,4869.0
2025-06-05,CUST-410175,SKU-824671,721,10670.8
2025-01-22,CUST-343717,SKU-209100,472,33743.28
2024-12-12,CUST-233948,SKU-710829,520,9323.6
2024-02-16,CUST-293316,SKU-604699,77,427.35
2025-08-13,CUST-256522,SKU-975615,858,93633.54
2025-01-27,CUST-560126,SKU-718980,669,17588.01
2024-12-27,CUST-882820,SKU-424530,940,51596.6
2025-06-28,CUST-260067,SKU-279967,434,2755.9
2025-08-06,CUST-742268,SKU-691112,131,7892.75
2025-10-26,CUST-555494,SKU-954150,475,22481.75
2024-05-20,CUST-419982,SKU-842257,775,57543.75
2025-05-30,CUST-536842,SKU-513472,671,17902.28
2025-10-10,CUST-227478,SKU-763186,867,55019.82
2024-12-06,CUST-201908,SKU-543622,110,4330.7
2024-01-06,CUST-337994,SKU-710528,913,22368.5
2025-11-07,CUST-974555,SKU-211184,553,22833.37
2025-12-27,CUST-111233,SKU-924610,909,26560.98
2024-02-03,CUST-275551,SKU-975655,923,21201.31
2024-09-22,CUST-952585,SKU-278356,245,5811.4
2024-04-04,CUST-487875,SKU-823251,923,13983.45
2024-10-29,CUST-304484,SKU-640098,21,1311.24
2025-11-01,CUST-618416,SKU-710829,656,12470.56
2024-05-24,CUST-482908,SKU-301752,64,652.16
2025-07-14,CUST-681122,SKU-107998,598,18956.6
2024-11-04,CUST-651864,SKU-890973,911,5593.54
2024-03-30,CUST-517592,SKU-487757,798,41176.8
2024-12-29,CUST-927812,SKU-568584,312,9204.0
2024-10-21,CUST-827089,SKU-616256,291,7673.67
2025-04-30,CUST-342472,SKU-499762,145,1129.55
2025-08-01,CUST-511720,SKU-538684,927,213515.91
2024-05-30,CUST-527451,SKU-637066,236,7993.32
2025-01-21,CUST-421904,SKU-502903,664,5285.44
2024-10-03,CUST-807167,SKU-834144,325,5079.75
2024-08-07,CUST-260067,SKU-429273,519,4577.58
2024-10-24,CUST-556781,SKU-414583,297,3442.23
2024-01-09,CUST-875069,SKU-183315,823,23307.36
2024-10-26,CUST-316733,SKU-824504,993,64684.02
2024-03-31,CUST-511720,SKU-338828,395,6071.15
2024-04-30,CUST-832187,SKU-489691,149,3882.94
2024-04-29,CUST-351962,SKU-640098,130,8117.2
2024-01-08,CUST-337994,SKU-325626,552,2942.16
2024-09-18,CUST-465475,SKU-107998,107,3199.3
2025-04-06,CUST-733299,SKU-835387,568,10167.2
2025-08-08,CUST-832187,SKU-326456,519,11490.66
2024-11-24,CUST-304484,SKU-142743,334,4726.1
2024-01-05,CUST-281848,SKU-108740,399,5833.38
2024-01-14,CUST-290319,SKU-107998,138,4126.2
2024-10-01,CUST-856695,SKU-778324,616,8500.8
2025-12-11,CUST-304484,SKU-793328,639,8977.95
2024-07-10,CUST-719493,SKU-541263,507,7513.74
2025-10-06,CUST-199485,SKU-912744,968,38671.6
2024-08-14,CUST-540465,SKU-542465,877,20618.27
2024-03-25,CUST-429950,SKU-326456,945,19741.05
2024-01-20,CUST-982083,SKU-113582,143,6227.65
2025-03-26,CUST-609226,SKU-718980,357,9385.53
2025-06-11,CUST-255133,SKU-639418,610,105688.6
2024-09-02,CUST-972086,SKU-824578,131,2069.8
2025-03-19,CUST-827324,SKU-821936,21,744.87
2025-10-19,CUST-317070,SKU-213460,228,13944.48
2024-09-18,CUST-222662,SKU-351216,203,3181.01
2024-10-20,CUST-671782,SKU-351454,880,60060.0
2025-12-20,CUST-487875,SKU-657754,428,64752.12
2024-08-17,CUST-484797,SKU-954671,376,27842.8
2025-02-28,CUST-929229,SKU-661800,736,17752.32
2025-06-02,CUST-119427,SKU-753348,740,17634.2
2025-03-01,CUST-255133,SKU-200531,653,13517.1
2025-05-08,CUST-561237,SKU-472720,155,2906.25
2024-11-18,CUST-527451,SKU-137986,490,28317.1
2024-11-12,CUST-614635,SKU-512306,219,47544.9
2025-08-12,CUST-556820,SKU-972578,883,9827.79
2025-01-27,CUST-197000,SKU-489691,420,11600.4
2025-01-29,CUST-466167,SKU-313577,752,21725.28
2025-08-19,CUST-671935,SKU-275810,586,6006.5
2025-01-07,CUST-473241,SKU-340694,68,492.32
2025-06-20,CUST-343116,SKU-377467,295,10443.0
2024-01-11,CUST-288266,SKU-885549,442,32668.22
2024-11-13,CUST-698600,SKU-634830,800,174896.0
2025-01-04,CUST-493052,SKU-545414,618,19083.84
2025-05-16,CUST-693901,SKU-751969,997,38055.49
2025-09-10,CUST-987680,SKU-204115,671,17204.44
2025-06-23,CUST-867794,SKU-226847,274,14135.66
2024-05-26,CUST-807167,SKU-766747,52,2484.56
2024-04-11,CUST-816130,SKU-353381,815,18810.2
2025-05-30,CUST-345861,SKU-731440,664,14096.72
2024-12-28,CUST-974555,SKU-111752,943,24508.57
2024-09-18,CUST-331080,SKU-830036,433,4966.51
2025-02-15,CUST-669198,SKU-499380,827,183594.0
2025-10-19,CUST-669198,SKU-667809,859,9637.98
2025-06-16,CUST-410175,SKU-331699,405,4965.3
2024-12-13,CUST-105144,SKU-600826,514,13137.84
2025-02-14,CUST-505863,SKU-730587,688,31758.08
2024-08-23,CUST-490601,SKU-349228,663,10256.61
2024-01-20,CUST-272753,SKU-983084,879,11804.97
2024-12-20,CUST-167081,SKU-116475,418,6261.64
2024-05-06,CUST-322776,SKU-505236,385,8385.3
2024-02-06,CUST-487875,SKU-766747,84,4013.52
2024-11-17,CUST-592610,SKU-361901,230,13632.1
2024-06-28,CUST-974555,SKU-688080,405,10870.2
2025-10-02,CUST-352572,SKU-824504,259,17883.95
2024-09-08,CUST-111456,SKU-326456,724,15124.36
2025-02-07,CUST-548218,SKU-890973,290,1887.9
2024-04-06,CUST-889320,SKU-644240,797,18315.06
2024-11-27,CUST-748792,SKU-224055,640,13241.6
2024-05-24,CUST-275116,SKU-263942,567,17951.22
2025-11-02,CUST-800282,SKU-315712,277,5127.27
2024-11-16,CUST-275116,SKU-321282,72,964.8
2025-10-19,CUST-487875,SKU-541197,153,1764.09
2024-01-17,CUST-139803,SKU-534365,517,10174.56
2025-05-24,CUST-138957,SKU-628646,272,5293.12
2025-05-15,CUST-536842,SKU-515467,918,15431.58
2024-10-17,CUST-394574,SKU-423711,872,56200.4
2024-06-21,CUST-129074,SKU-221715,663,28714.53
2024-05-01,CUST-578848,SKU-609284,598,28931.24
2025-10-16,CUST-148257,SKU-406674,435,8756.55
2025-09-02,CUST-433657,SKU-115626,625,11425.0
2025-07-20,CUST-345861,SKU-625615,439,11054.02
2025-04-04,CUST-272753,SKU-377214,605,14786.2
2024-10-25,CUST-454384,SKU-164244,66,1881.0
2025-09-20,CUST-322776,SKU-708501,884,20915.44
2025-11-15,CUST-345861,SKU-145801,572,64350.0
2025-12-03,CUST-840622,SKU-578490,188,7751.24
2025-11-30,CUST-152430,SKU-996213,79,3356.71
2025-09-10,CUST-622573,SKU-756897,223,3235.73
2025-11-10,CUST-691738,SKU-700101,878,63084.3
2024-07-20,CUST-609245,SKU-821397,419,6268.24
2025-04-13,CUST-568648,SKU-221226,254,2707.64
2025-08-03,CUST-253521,SKU-584763,39,866.19
2024-08-26,CUST-288304,SKU-567783,834,14169.66
2025-09-22,CUST-954756,SKU-890973,146,950.46
2024-04-02,CUST-208968,SKU-801331,698,18134.04
2025-12-14,CUST-340708,SKU-983084,114,1623.36
2025-04-16,CUST-547466,SKU-541770,997,19391.65
2024-11-03,CUST-648079,SKU-747108,840,41395.2
2024-08-12,CUST-424539,SKU-740257,159,5628.6
2024-04-10,CUST-210939,SKU-316643,794,17348.9
2025-09-01,CUST-489396,SKU-618853,563,26449.74
2025-02-09,CUST-540465,SKU-316643,165,3823.05
2025-01-15,CUST-275116,SKU-204115,394,10102.16
2024-11-30,CUST-342472,SKU-317887,784,42939.68
2025-09-21,CUST-605893,SKU-739314,759,9821.46
2025-07-15,CUST-629112,SKU-846531,506,6456.56
2024-02-19,CUST-827741,SKU-541197,673,7315.51
2025-04-01,CUST-966619,SKU-116083,478,17126.74
2025-02-16,CUST-201908,SKU-317022,461,14410.86
2024-08-23,CUST-556820,SKU-593695,418,19257.26
2025-11-06,CUST-671782,SKU-317022,723,22600.98
2024-11-23,CUST-320445,SKU-413586,842,24973.72
2025-06-15,CUST-504707,SKU-674487,291,3183.54
2025-03-30,CUST-471134,SKU-442998,736,29211.84
2024-11-23,CUST-306552,SKU-235792,934,24704.3
2024-08-10,CUST-666109,SKU-719014,673,14227.22
2025-05-09,CUST-914892,SKU-509996,995,6746.1
2024-11-23,CUST-927812,SKU-642865,153,12931.56
2024-01-03,CUST-875069,SKU-286350,84,1097.04
2024-08-25,CUST-889320,SKU-377214,300,6915.0
2024-08-01,CUST-419982,SKU-134882,593,13722.02
2025-03-05,CUST-832187,SKU-715148,371,4971.4
2024-09-17,CUST-518158,SKU-700170,309,5191.2
2025-03-23,CUST-562216,SKU-367794,304,7596.96
2024-07-18,CUST-511720,SKU-270066,908,91390.2
2024-05-31,CUST-518158,SKU-755039,822,35329.56
2025-07-22,CUST-548218,SKU-224171,339,6796.95
2025-07-30,CUST-421904,SKU-572185,344,65497.6
2025-11-01,CUST-854076,SKU-136801,366,18859.98
2025-04-24,CUST-719493,SKU-839028,360,12038.4
2025-01-01,CUST-343116,SKU-820011,865,75047.4
2024-01-03,CUST-556781,SKU-208397,846,38467.62
2025-08-18,CUST-288266,SKU-867546,655,22885.7
2025-07-24,CUST-304484,SKU-483714,446,4910.46
2025-09-16,CUST-449359,SKU-920015,52,1166.36
2024-05-17,CUST-152430,SKU-843736,959,34495.23
2024-02-19,CUST-197000,SKU-451465,460,24076.4
2024-02-04,CUST-436962,SKU-597727,60,4641.0
2024-06-12,CUST-762014,SKU-107998,932,27866.8
2024-02-12,CUST-849242,SKU-821183,13,1969.11
2025-07-30,CUST-977898,SKU-773515,36,475.56
2025-10-29,CUST-433657,SKU-505236,795,18356.55
2025-12-08,CUST-429950,SKU-455118,874,6756.02
2024-06-26,CUST-484797,SKU-411163,946,25135.22
2025-08-26,CUST-518158,SKU-867705,294,11169.06
2025-03-12,CUST-436962,SKU-315712,176,3257.76
2025-01-26,CUST-352572,SKU-895573,697,43193.09
2025-03-20,CUST-609245,SKU-322754,575,25075.75
2024-01-27,CUST-582618,SKU-598905,963,16698.42
2024-06-01,CUST-345861,SKU-659870,306,8157.96
2024-11-23,CUST-681122,SKU-308939,508,27208.48
2025-05-17,CUST-870409,SKU-625525,74,1929.92
2024-09-12,CUST-950026,SKU-545414,38,1106.94
2025-01-28,CUST-682747,SKU-615285,177,17746.02
2024-12-03,CUST-987680,SKU-808522,97,3349.41
2024-09-16,CUST-343717,SKU-428792,261,51688.44
2025-10-08,CUST-504617,SKU-346489,551,11807.93
2025-10-10,CUST-666771,SKU-168733,499,6541.89
2024-10-07,CUST-322776,SKU-778324,494,6817.2
2025-11-07,CUST-966619,SKU-361042,358,4636.1
2025-04-26,CUST-300751,SKU-902771,406,22212.26
2024-05-24,CUST-827324,SKU-505236,640,13939.2
2025-11-04,CUST-629112,SKU-933401,716,12107.56
2024-11-01,CUST-403434,SKU-132574,760,30012.4
2025-05-05,CUST-732792,SKU-301752,826,8920.8
2024-03-05,CUST-148257,SKU-812068,899,188556.26
2025-12-03,CUST-505863,SKU-108611,129,2951.52
2025-08-09,CUST-489396,SKU-432501,69,2192.82
2024-11-08,CUST-609245,SKU-410044,578,11138.06
2025-12-04,CUST-103165,SKU-263520,176,6622.88
2025-01-23,CUST-406065,SKU-178642,48,1176.96
2025-12-03,CUST-253521,SKU-773515,181,2391.01
2025-01-27,CUST-509472,SKU-912225,250,9665.0
2025-09-10,CUST-673582,SKU-842257,120,9445.2
2024-01-16,CUST-977898,SKU-637923,524,18785.4
2024-10-24,CUST-928873,SKU-808578,195,7725.9
2025-05-26,CUST-112503,SKU-232209,594,13899.6
2024-08-17,CUST-403434,SKU-676064,100,5495.0
2025-06-22,CUST-455100,SKU-970154,644,17143.28
2024-01-27,CUST-185190,SKU-584763,59,1236.05
2025-05-23,CUST-352572,SKU-716078,953,143674.28
2024-01-12,CUST-233948,SKU-542455,478,3159.58
2024-06-05,CUST-824558,SKU-624817,456,6976.8
2024-09-15,CUST-419982,SKU-682744,159,1147.98
2025-07-12,CUST-698600,SKU-428180,122,3058.54
2024-05-14,CUST-889320,SKU-152861,532,10134.6
2024-07-23,CUST-504617,SKU-328176,504,9666.72
2025-06-02,CUST-306552,SKU-376140,986,79146.22
2024-07-27,CUST-105144,SKU-485660,524,10144.64
2024-03-21,CUST-822914,SKU-740406,544,47616.32
2024-05-07,CUST-568648,SKU-100490,438,5006.34
2024-12-13,CUST-875069,SKU-531792,553,37714.6
2024-10-11,CUST-138957,SKU-798079,950,20786.0
2024-10-23,CUST-105144,SKU-392635,364,6959.68
2025-01-01,CUST-424539,SKU-613134,615,73547.85
2024-04-11,CUST-671782,SKU-485660,868,16804.48
2025-11-26,CUST-527451,SKU-221715,452,20751.32
2024-10-18,CUST-397533,SKU-316643,221,4828.85
2025-11-19,CUST-555494,SKU-902771,495,27081.45
2025-05-26,CUST-910480,SKU-224332,752,19296.32
2024-12-20,CUST-568648,SKU-134272,532,3665.48
2024-06-08,CUST-561237,SKU-199771,498,26842.2
2024-07-14,CUST-704155,SKU-526685,355,3581.95
2024-06-28,CUST-693901,SKU-824578,868,13714.4
2025-08-17,CUST-406065,SKU-654876,892,37196.4
2024-05-03,CUST-928873,SKU-901894,259,15397.55
2024-12-22,CUST-719493,SKU-600826,658,16818.48
2024-06-16,CUST-293316,SKU-107998,353,10554.7
2024-02-05,CUST-822914,SKU-790615,49,1889.44
2024-07-05,CUST-707168,SKU-308756,916,28615.84
2025-05-12,CUST-800282,SKU-119278,429,24912.03
2025-12-03,CUST-281848,SKU-821936,920,32632.4
2025-05-12,CUST-504617,SKU-885121,691,28676.5
2025-05-18,CUST-491857,SKU-813992,546,14299.74
2025-05-31,CUST-287569,SKU-211184,774,31958.46
2025-06-12,CUST-279400,SKU-221813,755,12117.75
2024-06-27,CUST-548218,SKU-474629,589,52326.76
2024-09-15,CUST-112503,SKU-632657,416,2296.32
2025-05-24,CUST-536842,SKU-986263,180,8265.6
2024-06-22,CUST-974555,SKU-545414,389,11331.57
2025-11-28,CUST-885127,SKU-763186,525,33316.5
2025-04-25,CUST-673084,SKU-700203,493,5206.08
2024-05-31,CUST-397533,SKU-873353,56,2411.92
2025-04-17,CUST-742268,SKU-297097,36,1377.72
2024-10-18,CUST-582618,SKU-289802,488,20627.76
2024-08-06,CUST-203644,SKU-166140,282,8423.34
2025-12-29,CUST-966619,SKU-392379,840,20420.4
2025-05-20,CUST-824558,SKU-558183,874,8958.5
2025-11-13,CUST-148257,SKU-128000,46,2925.14
2025-04-03,CUST-490601,SKU-505236,121,2793.89
2025-01-25,CUST-816130,SKU-917059,682,40087.96
2025-01-29,CUST-410175,SKU-832270,122,904.02
2024-02-09,CUST-710722,SKU-505236,246,5357.88
2024-03-06,CUST-233948,SKU-592211,150,607.5
2024-08-09,CUST-848316,SKU-811731,104,2554.24
2024-11-21,CUST-693415,SKU-249872,51,8992.32
2024-10-31,CUST-406065,SKU-256709,155,15682.9
2024-02-28,CUST-419982,SKU-302529,810,27985.5
2024-05-14,CUST-669198,SKU-161590,20,227.6
2024-11-28,CUST-394574,SKU-125810,707,17766.91
2025-05-29,CUST-605893,SKU-271735,256,11686.4
2024-02-02,CUST-222001,SKU-474779,515,24647.9
2024-01-03,CUST-259249,SKU-676757,542,14270.86
2025-11-25,CUST-648079,SKU-261713,613,15441.47
2024-08-31,CUST-950026,SKU-279906,857,15974.48
2025-05-17,CUST-479916,SKU-684353,587,43185.59
2024-07-15,CUST-506220,SKU-832351,765,51599.25
2024-08-14,CUST-343717,SKU-183315,272,7703.04
2024-08-09,CUST-719493,SKU-317022,657,19374.93
2024-04-25,CUST-260338,SKU-917059,176,9759.2
2024-04-07,CUST-203644,SKU-873353,226,9733.82
2024-02-14,CUST-609226,SKU-351865,284,24617.12
2024-05-15,CUST-445919,SKU-587562,997,51195.95
2025-07-19,CUST-471134,SKU-518902,34,656.2
2024-06-06,CUST-406065,SKU-420688,370,25178.5
2025-08-24,CUST-556781,SKU-673620,295,13100.95
2024-07-27,CUST-572713,SKU-656849,182,2553.46
2024-09-30,CUST-757111,SKU-840386,795,51460.35
2025-12-24,CUST-470870,SKU-301877,352,14277.12
2024-05-07,CUST-560126,SKU-667809,799,8461.41
2024-01-26,CUST-221847,SKU-367794,489,11525.73
2025-11-28,CUST-671782,SKU-558183,839,8599.75
2024-02-20,CUST-253521,SKU-899283,831,11766.96
2024-08-10,CUST-972086,SKU-909770,554,60036.98
2024-10-08,CUST-928873,SKU-632657,526,2903.52
2024-03-31,CUST-394574,SKU-232209,155,3422.4
2024-07-16,CUST-380051,SKU-301752,17,173.23
2024-06-25,CUST-185190,SKU-424640,204,13745.52
2024-12-11,CUST-394574,SKU-471853,885,66268.8
2025-05-15,CUST-506220,SKU-224055,416,9122.88
2025-08-06,CUST-448323,SKU-613232,258,8529.48
2024-12-14,CUST-394574,SKU-830036,585,6709.95
2024-04-26,CUST-505863,SKU-862533,440,9702.0
2025-11-16,CUST-484797,SKU-798013,390,3744.0
2025-05-05,CUST-807167,SKU-757485,324,75423.96
2025-04-03,CUST-260338,SKU-754301,762,26365.2
2025-08-29,CUST-199485,SKU-867705,84,3191.16
2025-11-07,CUST-279400,SKU-125972,48,1267.2
2025-05-23,CUST-352572,SKU-962636,169,4211.48
2024-10-14,CUST-651864,SKU-508596,382,4557.26
2024-09-11,CUST-164245,SKU-107998,534,15966.6
2024-01-07,CUST-484797,SKU-676064,567,31156.65
2024-03-04,CUST-293316,SKU-213460,56,3231.2
2025-10-21,CUST-351962,SKU-349947,840,63571.2
2025-02-20,CUST-473557,SKU-678643,305,5343.6
2024-09-07,CUST-882820,SKU-325626,640,3411.2
2025-08-30,CUST-716539,SKU-197835,946,157177.9
2024-04-20,CUST-936794,SKU-275496,579,110438.46
2024-08-28,CUST-770551,SKU-101384,552,90500.4
2025-04-26,CUST-466167,SKU-920015,956,21443.08
2025-09-03,CUST-203644,SKU-644240,496,12082.56
2025-03-12,CUST-256522,SKU-667556,257,3225.35
2025-11-16,CUST-856695,SKU-819603,945,71451.45
2024-08-28,CUST-666109,SKU-549875,147,5369.91
2024-03-02,CUST-517592,SKU-644240,444,10203.12
2024-12-18,CUST-489396,SKU-286411,912,46384.32
2025-04-24,CUST-746459,SKU-553516,367,6077.52
2024-11-14,CUST-807167,SKU-528689,274,27282.18
2025-11-25,CUST-592610,SKU-780832,76,865.64
2024-10-27,CUST-199485,SKU-684680,917,13012.23
2025-08-23,CUST-208968,SKU-641961,926,16973.58
2025-03-26,CUST-209811,SKU-765918,437,3915.52
2025-02-28,CUST-742268,SKU-271770,345,14113.95
2024-12-24,CUST-992478,SKU-133652,394,9459.94
2024-07-17,CUST-222662,SKU-671756,213,11938.65
2025-06-10,CUST-622573,SKU-423711,305,20837.6
2025-03-24,CUST-890404,SKU-415530,774,67469.58
2025-01-05,CUST-800282,SKU-627407,108,4235.76
2024-01-11,CUST-345861,SKU-840389,855,17467.65
2025-10-09,CUST-811726,SKU-946241,560,31001.6
2025-12-16,CUST-421904,SKU-996213,254,10792.46
2025-01-08,CUST-592610,SKU-684053,265,4942.25
2024-11-08,CUST-889320,SKU-685908,849,177738.15
2024-01-15,CUST-406065,SKU-920298,779,7416.08
2025-08-14,CUST-470870,SKU-718385,171,942.21
2025-11-03,CUST-882701,SKU-415530,218,19003.06
2024-08-18,CUST-966619,SKU-399283,496,30965.28
2024-09-11,CUST-505863,SKU-661800,10,227.5
2025-01-26,CUST-609226,SKU-751969,737,28131.29
2024-07-09,CUST-282481,SKU-316643,27,589.95
2024-09-20,CUST-669198,SKU-830036,930,10667.1
2025-07-13,CUST-777375,SKU-924610,672,19635.84
2025-12-16,CUST-153672,SKU-292547,72,5904.0
