product_code ,price_zar ,currency ,year
SKU-231645   ,    65.76 ,ZAR      ,2025
SKU-387493   ,   105.29 ,ZAR      ,2024
SKU-387493   ,   111.6  ,ZAR      ,2025
SKU-445410   ,    31.77 ,ZAR      ,2024
SKU-445410   ,    33.68 ,ZAR      ,2025
SKU-467758   ,    15.87 ,ZAR      ,2024
SKU-467758   ,    16.82 ,ZAR      ,2025
SKU-179623   ,    24.87 ,ZAR      ,2024
SKU-179623   ,    26.36 ,ZAR      ,2025
SKU-490788   ,    26.98 ,ZAR      ,2024
SKU-490788   ,    28.6  ,ZAR      ,2025
SKU-295049   ,    13.98 ,ZAR      ,2024
SKU-295049   ,    14.82 ,ZAR      ,2025
SKU-612553   ,   203.27 ,ZAR      ,2024
SKU-612553   ,   215.47 ,ZAR      ,2025
SKU-367604   ,    25.29 ,ZAR      ,2024
SKU-367604   ,    26.81 ,ZAR      ,2025
SKU-793457   ,   218.38 ,ZAR      ,2024
SKU-793457   ,   231.49 ,ZAR      ,2025
SKU-71213    ,    33.43 ,ZAR      ,2024
SKU-71213    ,    35.43 ,ZAR      ,2025
SKU-71618    ,    17.83 ,ZAR      ,2024
SKU-71618    ,    18.91 ,ZAR      ,2025
SKU-37275    ,    57.06 ,ZAR      ,2024
SKU-37275    ,    60.49 ,ZAR      ,2025
SKU-259845   ,     9.57 ,ZAR      ,2024
SKU-259845   ,    10.15 ,ZAR      ,2025
SKU-868530   ,    22.02 ,ZAR      ,2024
SKU-868530   ,    23.34 ,ZAR      ,2025
SKU-485768   ,    39.93 ,ZAR      ,2024
SKU-485768   ,    42.33 ,ZAR      ,2025
SKU-238581   ,    28.0  ,ZAR      ,2024
SKU-238581   ,    29.68 ,ZAR      ,2025
SKU-495955   ,    23.72 ,ZAR      ,2024
SKU-495955   ,    25.15 ,ZAR      ,2025
SKU-478328   ,    11.35 ,ZAR      ,2024
SKU-478328   ,    12.03 ,ZAR      ,2025
SKU-546309   ,    22.99 ,ZAR      ,2024
SKU-546309   ,    24.37 ,ZAR      ,2025
SKU-450213   ,    25.98 ,ZAR      ,2024
SKU-450213   ,    27.54 ,ZAR      ,2025
SKU-257396   ,    72.78 ,ZAR      ,2024
SKU-257396   ,    77.15 ,ZAR      ,2025
SKU-280843   ,   163.22 ,ZAR      ,2024
SKU-280843   ,   173.01 ,ZAR      ,2025
SKU-676861   ,    13.98 ,ZAR      ,2024
SKU-676861   ,    14.82 ,ZAR      ,2025
SKU-21652    ,    47.99 ,ZAR      ,2024
SKU-21652    ,    50.87 ,ZAR      ,2025
SKU-268957   ,    12.84 ,ZAR      ,2024
SKU-268957   ,    13.61 ,ZAR      ,2025
SKU-111564   ,   184.31 ,ZAR      ,2024
SKU-111564   ,   195.37 ,ZAR      ,2025
SKU-951532   ,    40.96 ,ZAR      ,2024
SKU-951532   ,    43.41 ,ZAR      ,2025
SKU-588880   ,    59.76 ,ZAR      ,2024
SKU-588880   ,    63.35 ,ZAR      ,2025
SKU-723422   ,    21.95 ,ZAR      ,2024
SKU-723422   ,    23.26 ,ZAR      ,2025
SKU-313103   ,    28.43 ,ZAR      ,2024
SKU-313103   ,    30.14 ,ZAR      ,2025
SKU-424970   ,    56.63 ,ZAR      ,2024
SKU-424970   ,    60.02 ,ZAR      ,2025
SKU-775099   ,   210.6  ,ZAR      ,2024
SKU-775099   ,   223.24 ,ZAR      ,2025
SKU-83740    ,    16.71 ,ZAR      ,2024
SKU-83740    ,    17.71 ,ZAR      ,2025
SKU-326005   ,    37.33 ,ZAR      ,2024
SKU-326005   ,    39.57 ,ZAR      ,2025
SKU-62298    ,    40.78 ,ZAR      ,2024
SKU-62298    ,    43.23 ,ZAR      ,2025
SKU-496310   ,    42.61 ,ZAR      ,2024
SKU-496310   ,    45.16 ,ZAR      ,2025
SKU-749954   ,   178.83 ,ZAR      ,2024
SKU-749954   ,   189.56 ,ZAR      ,2025
SKU-43588    ,    26.59 ,ZAR      ,2024
SKU-43588    ,    28.19 ,ZAR      ,2025
SKU-778562   ,    75.83 ,ZAR      ,2024
SKU-778562   ,    80.39 ,ZAR      ,2025
SKU-136987   ,    12.02 ,ZAR      ,2024
SKU-136987   ,    12.74 ,ZAR      ,2025
SKU-910301   ,    37.62 ,ZAR      ,2024
SKU-910301   ,    39.88 ,ZAR      ,2025
SKU-669785   ,    27.87 ,ZAR      ,2024
SKU-669785   ,    29.55 ,ZAR      ,2025
SKU-911818   ,    34.74 ,ZAR      ,2024
SKU-911818   ,    36.82 ,ZAR      ,2025
SKU-74118    ,   128.66 ,ZAR      ,2024
SKU-74118    ,   136.38 ,ZAR      ,2025
SKU-394763   ,    67.26 ,ZAR      ,2024
SKU-394763   ,    71.3  ,ZAR      ,2025
SKU-57104    ,    33.84 ,ZAR      ,2024
SKU-57104    ,    35.87 ,ZAR      ,2025
SKU-793684   ,    12.54 ,ZAR      ,2024
SKU-793684   ,    13.3  ,ZAR      ,2025
SKU-685806   ,    29.19 ,ZAR      ,2024
SKU-685806   ,    30.94 ,ZAR      ,2025
SKU-71770    ,    16.26 ,ZAR      ,2024
SKU-71770    ,    17.24 ,ZAR      ,2025
SKU-691813   ,   181.3  ,ZAR      ,2024
SKU-691813   ,   192.18 ,ZAR      ,2025
SKU-160349   ,    17.91 ,ZAR      ,2024
SKU-160349   ,    18.98 ,ZAR      ,2025
SKU-754477   ,    66.94 ,ZAR      ,2024
SKU-754477   ,    70.96 ,ZAR      ,2025
SKU-640029   ,    13.84 ,ZAR      ,2024
SKU-640029   ,    14.68 ,ZAR      ,2025
SKU-478463   ,    26.73 ,ZAR      ,2024
SKU-478463   ,    28.33 ,ZAR      ,2025
SKU-813489   ,    36.29 ,ZAR      ,2024
SKU-813489   ,    38.47 ,ZAR      ,2025
SKU-403004   ,   108.51 ,ZAR      ,2024
SKU-403004   ,   115.02 ,ZAR      ,2025
SKU-753398   ,    16.72 ,ZAR      ,2024
SKU-753398   ,    17.72 ,ZAR      ,2025
SKU-515670   ,    77.08 ,ZAR      ,2024
SKU-515670   ,    81.7  ,ZAR      ,2025
SKU-431424   ,    17.04 ,ZAR      ,2024
SKU-431424   ,    18.06 ,ZAR      ,2025
SKU-18350    ,    16.71 ,ZAR      ,2024
SKU-18350    ,    17.71 ,ZAR      ,2025
SKU-139338   ,    61.1  ,ZAR      ,2024
SKU-139338   ,    64.77 ,ZAR      ,2025
SKU-467473   ,    32.49 ,ZAR      ,2024
SKU-467473   ,    34.44 ,ZAR      ,2025
SKU-291495   ,    17.42 ,ZAR      ,2024
SKU-291495   ,    18.47 ,ZAR      ,2025
SKU-313378   ,    21.18 ,ZAR      ,2024
SKU-313378   ,    22.45 ,ZAR      ,2025
SKU-637646   ,    90.82 ,ZAR      ,2024
SKU-637646   ,    96.27 ,ZAR      ,2025
SKU-894345   ,    39.42 ,ZAR      ,2024
SKU-894345   ,    41.78 ,ZAR      ,2025
SKU-320249   ,    49.43 ,ZAR      ,2024
SKU-320249   ,    52.39 ,ZAR      ,2025
SKU-997818   ,    18.05 ,ZAR      ,2024
SKU-997818   ,    19.13 ,ZAR      ,2025
SKU-713024   ,    11.13 ,ZAR      ,2024
SKU-713024   ,    11.79 ,ZAR      ,2025
SKU-556932   ,    58.0  ,ZAR      ,2024
SKU-556932   ,    61.48 ,ZAR      ,2025
SKU-328436   ,    33.73 ,ZAR      ,2024
SKU-328436   ,    35.75 ,ZAR      ,2025
SKU-384695   ,    34.85 ,ZAR      ,2024
SKU-384695   ,    36.94 ,ZAR      ,2025
SKU-796288   ,    69.51 ,ZAR      ,2024
SKU-796288   ,    73.68 ,ZAR      ,2025
SKU-336426   ,   112.51 ,ZAR      ,2024
SKU-336426   ,   119.26 ,ZAR      ,2025
SKU-57312    ,     5.51 ,ZAR      ,2024
SKU-57312    ,     5.84 ,ZAR      ,2025
SKU-157843   ,    19.18 ,ZAR      ,2024
SKU-157843   ,    20.33 ,ZAR      ,2025
SKU-520937   ,    67.34 ,ZAR      ,2024
SKU-520937   ,    71.38 ,ZAR      ,2025
SKU-246022   ,    27.02 ,ZAR      ,2024
SKU-246022   ,    28.64 ,ZAR      ,2025
SKU-277062   ,    19.71 ,ZAR      ,2024
SKU-277062   ,    20.89 ,ZAR      ,2025
SKU-746000   ,    32.35 ,ZAR      ,2024
SKU-746000   ,    34.29 ,ZAR      ,2025
SKU-216049   ,    15.11 ,ZAR      ,2024
SKU-216049   ,    16.02 ,ZAR      ,2025
SKU-981937   ,    18.24 ,ZAR      ,2024
SKU-981937   ,    19.33 ,ZAR      ,2025
SKU-962239   ,    42.63 ,ZAR      ,2024
SKU-962239   ,    45.19 ,ZAR      ,2025
SKU-348363   ,    22.81 ,ZAR      ,2024
SKU-348363   ,    24.18 ,ZAR      ,2025
SKU-222043   ,    71.25 ,ZAR      ,2024
SKU-222043   ,    75.53 ,ZAR      ,2025
SKU-684201   ,   117.68 ,ZAR      ,2024
SKU-684201   ,   124.74 ,ZAR      ,2025
SKU-326853   ,    49.12 ,ZAR      ,2024
SKU-326853   ,    52.07 ,ZAR      ,2025
SKU-355986   ,    47.19 ,ZAR      ,2024
SKU-355986   ,    50.02 ,ZAR      ,2025
SKU-231635   ,    18.8  ,ZAR      ,2024
SKU-231635   ,    19.92 ,ZAR      ,2025
SKU-429373   ,    11.31 ,ZAR      ,2024
SKU-429373   ,    11.99 ,ZAR      ,2025
SKU-477445   ,    13.04 ,ZAR      ,2024
SKU-477445   ,    13.82 ,ZAR      ,2025
SKU-59026    ,    10.94 ,ZAR      ,2024
SKU-59026    ,    11.6  ,ZAR      ,2025
SKU-173723   ,    14.03 ,ZAR      ,2024
SKU-173723   ,    14.87 ,ZAR      ,2025
SKU-405538   ,    49.85 ,ZAR      ,2024
SKU-405538   ,    52.84 ,ZAR      ,2025
SKU-395091   ,    75.73 ,ZAR      ,2024
SKU-395091   ,    80.28 ,ZAR      ,2025
SKU-228115   ,    23.78 ,ZAR      ,2024
SKU-228115   ,    25.21 ,ZAR      ,2025
SKU-419937   ,    29.61 ,ZAR      ,2024
SKU-419937   ,    31.39 ,ZAR      ,2025
SKU-899654   ,    15.01 ,ZAR      ,2024
SKU-899654   ,    15.91 ,ZAR      ,2025
SKU-794408   ,     8.94 ,ZAR      ,2024
SKU-794408   ,     9.48 ,ZAR      ,2025
SKU-489223   ,    21.89 ,ZAR      ,2024
SKU-489223   ,    23.2  ,ZAR      ,2025
SKU-28335    ,    39.62 ,ZAR      ,2024
SKU-28335    ,    41.99 ,ZAR      ,2025
SKU-555920   ,    18.22 ,ZAR      ,2024
SKU-555920   ,    19.32 ,ZAR      ,2025
SKU-302762   ,    31.86 ,ZAR      ,2024
SKU-302762   ,    33.77 ,ZAR      ,2025
SKU-852914   ,    23.46 ,ZAR      ,2024
SKU-852914   ,    24.87 ,ZAR      ,2025
SKU-941763   ,     7.58 ,ZAR      ,2024
SKU-941763   ,     8.03 ,ZAR      ,2025
SKU-80881    ,    26.19 ,ZAR      ,2024
SKU-80881    ,    27.77 ,ZAR      ,2025
SKU-364222   ,   112.95 ,ZAR      ,2024
SKU-364222   ,   119.73 ,ZAR      ,2025
SKU-400300   ,    18.0  ,ZAR      ,2024
SKU-400300   ,    19.08 ,ZAR      ,2025
SKU-969078   ,    13.97 ,ZAR      ,2024
SKU-969078   ,    14.81 ,ZAR      ,2025
SKU-846217   ,    32.12 ,ZAR      ,2024
SKU-846217   ,    34.04 ,ZAR      ,2025
SKU-463433   ,    53.11 ,ZAR      ,2024
SKU-463433   ,    56.29 ,ZAR      ,2025
SKU-994584   ,    31.56 ,ZAR      ,2024
SKU-994584   ,    33.46 ,ZAR      ,2025
SKU-23707    ,    32.34 ,ZAR      ,2024
SKU-23707    ,    34.28 ,ZAR      ,2025
SKU-567584   ,    15.75 ,ZAR      ,2024
SKU-567584   ,    16.7  ,ZAR      ,2025
SKU-102527   ,    15.83 ,ZAR      ,2024
SKU-102527   ,    16.78 ,ZAR      ,2025
SKU-969158   ,    38.31 ,ZAR      ,2024
SKU-969158   ,    40.61 ,ZAR      ,2025
SKU-962867   ,    27.58 ,ZAR      ,2024
SKU-962867   ,    29.23 ,ZAR      ,2025
SKU-506591   ,    23.05 ,ZAR      ,2024
SKU-506591   ,    24.44 ,ZAR      ,2025
SKU-560019   ,    39.36 ,ZAR      ,2024
SKU-560019   ,    41.72 ,ZAR      ,2025
SKU-725028   ,    25.99 ,ZAR      ,2024
SKU-725028   ,    27.55 ,ZAR      ,2025
SKU-528924   ,    31.56 ,ZAR      ,2024
SKU-528924   ,    33.45 ,ZAR      ,2025
SKU-108224   ,    39.06 ,ZAR      ,2024
SKU-108224   ,    41.4  ,ZAR      ,2025
SKU-385032   ,    77.88 ,ZAR      ,2024
SKU-385032   ,    82.56 ,ZAR      ,2025
SKU-52396    ,    15.26 ,ZAR      ,2024
SKU-52396    ,    16.18 ,ZAR      ,2025
SKU-249730   ,    28.97 ,ZAR      ,2024
SKU-249730   ,    30.71 ,ZAR      ,2025
SKU-784962   ,    36.03 ,ZAR      ,2024
SKU-784962   ,    38.19 ,ZAR      ,2025
SKU-138291   ,    14.87 ,ZAR      ,2024
SKU-138291   ,    15.76 ,ZAR      ,2025
SKU-509805   ,    22.61 ,ZAR      ,2024
SKU-509805   ,    23.96 ,ZAR      ,2025
SKU-370344   ,    24.58 ,ZAR      ,2024
SKU-370344   ,    26.06 ,ZAR      ,2025
SKU-500623   ,    23.07 ,ZAR      ,2024
SKU-500623   ,    24.46 ,ZAR      ,2025
SKU-870689   ,    23.74 ,ZAR      ,2024
SKU-870689   ,    25.17 ,ZAR      ,2025
SKU-711842   ,    68.61 ,ZAR      ,2024
SKU-711842   ,    72.73 ,ZAR      ,2025
SKU-37191    ,    60.34 ,ZAR      ,2024
SKU-37191    ,    63.96 ,ZAR      ,2025
SKU-559434   ,     4.2  ,ZAR      ,2024
SKU-559434   ,     4.46 ,ZAR      ,2025
SKU-794562   ,    31.74 ,ZAR      ,2024
SKU-794562   ,    33.64 ,ZAR      ,2025
SKU-429490   ,    14.18 ,ZAR      ,2024
SKU-429490   ,    15.03 ,ZAR      ,2025
SKU-241027   ,    42.06 ,ZAR      ,2024
SKU-241027   ,    44.58 ,ZAR      ,2025
SKU-319053   ,   101.66 ,ZAR      ,2024
SKU-319053   ,   107.76 ,ZAR      ,2025
SKU-784720   ,   145.15 ,ZAR      ,2024
SKU-784720   ,   153.86 ,ZAR      ,2025
SKU-627148   ,    23.05 ,ZAR      ,2024
SKU-627148   ,    24.43 ,ZAR      ,2025
SKU-258308   ,    37.3  ,ZAR      ,2024
SKU-258308   ,    39.53 ,ZAR      ,2025
SKU-767511   ,    18.1  ,ZAR      ,2024
SKU-767511   ,    19.19 ,ZAR      ,2025
SKU-824309   ,     8.8  ,ZAR      ,2024
SKU-824309   ,     9.33 ,ZAR      ,2025
SKU-674995   ,    84.25 ,ZAR      ,2024
SKU-674995   ,    89.31 ,ZAR      ,2025
SKU-467672   ,    25.17 ,ZAR      ,2024
SKU-467672   ,    26.68 ,ZAR      ,2025
SKU-862401   ,    37.09 ,ZAR      ,2024
SKU-862401   ,    39.32 ,ZAR      ,2025
SKU-984523   ,    33.77 ,ZAR      ,2024
SKU-984523   ,    35.8  ,ZAR      ,2025
SKU-57622    ,    36.96 ,ZAR      ,2024
SKU-57622    ,    39.18 ,ZAR      ,2025
SKU-798839   ,    15.76 ,ZAR      ,2024
SKU-798839   ,    16.71 ,ZAR      ,2025
SKU-425775   ,    21.98 ,ZAR      ,2024
SKU-425775   ,    23.3  ,ZAR      ,2025
SKU-688839   ,    30.65 ,ZAR      ,2024
SKU-688839   ,    32.49 ,ZAR      ,2025
SKU-114569   ,    14.98 ,ZAR      ,2024
SKU-114569   ,    15.88 ,ZAR      ,2025
SKU-856303   ,    24.42 ,ZAR      ,2024
SKU-856303   ,    25.89 ,ZAR      ,2025
SKU-490919   ,    68.05 ,ZAR      ,2024
SKU-490919   ,    72.13 ,ZAR      ,2025
SKU-649614   ,     9.49 ,ZAR      ,2024
SKU-649614   ,    10.06 ,ZAR      ,2025
SKU-255321   ,    23.78 ,ZAR      ,2024
SKU-255321   ,    25.21 ,ZAR      ,2025
SKU-537770   ,    13.26 ,ZAR      ,2024
SKU-537770   ,    14.05 ,ZAR      ,2025
SKU-644817   ,    33.24 ,ZAR      ,2024
SKU-644817   ,    35.23 ,ZAR      ,2025
SKU-803008   ,    21.5  ,ZAR      ,2024
SKU-803008   ,    22.79 ,ZAR      ,2025
SKU-480184   ,    47.31 ,ZAR      ,2024
SKU-480184   ,    50.15 ,ZAR      ,2025
SKU-524504   ,    31.53 ,ZAR      ,2024
SKU-524504   ,    33.42 ,ZAR      ,2025
SKU-156480   ,    28.32 ,ZAR      ,2024
SKU-156480   ,    30.02 ,ZAR      ,2025
SKU-489699   ,     9.88 ,ZAR      ,2024
SKU-489699   ,    10.47 ,ZAR      ,2025
SKU-203167   ,    27.08 ,ZAR      ,2024
SKU-203167   ,    28.7  ,ZAR      ,2025
SKU-563346   ,    33.89 ,ZAR      ,2024
SKU-563346   ,    35.92 ,ZAR      ,2025
SKU-20248    ,    17.34 ,ZAR      ,2024
SKU-20248    ,    18.38 ,ZAR      ,2025
SKU-916652   ,   108.17 ,ZAR      ,2024
SKU-916652   ,   114.67 ,ZAR      ,2025
SKU-69809    ,    38.14 ,ZAR      ,2024
SKU-69809    ,    40.43 ,ZAR      ,2025
SKU-263825   ,    36.5  ,ZAR      ,2024
SKU-263825   ,    38.69 ,ZAR      ,2025
SKU-335188   ,     9.64 ,ZAR      ,2024
SKU-335188   ,    10.22 ,ZAR      ,2025
SKU-256272   ,    16.8  ,ZAR      ,2024
SKU-256272   ,    17.81 ,ZAR      ,2025
SKU-575650   ,    68.85 ,ZAR      ,2024
SKU-575650   ,    72.98 ,ZAR      ,2025
SKU-892724   ,   203.73 ,ZAR      ,2024
SKU-892724   ,   215.96 ,ZAR      ,2025
SKU-8681     ,    28.83 ,ZAR      ,2024
SKU-8681     ,    30.56 ,ZAR      ,2025
SKU-276081   ,   130.58 ,ZAR      ,2024
SKU-276081   ,   138.41 ,ZAR      ,2025
SKU-137772   ,     9.7  ,ZAR      ,2024
SKU-137772   ,    10.28 ,ZAR      ,2025
SKU-955435   ,    26.41 ,ZAR      ,2024
SKU-955435   ,    28.0  ,ZAR      ,2025
SKU-224213   ,    64.1  ,ZAR      ,2024
SKU-224213   ,    67.94 ,ZAR      ,2025
SKU-346322   ,    25.04 ,ZAR      ,2024
SKU-346322   ,    26.54 ,ZAR      ,2025
SKU-793194   ,    28.64 ,ZAR      ,2024
SKU-793194   ,    30.35 ,ZAR      ,2025
SKU-530527   ,    16.8  ,ZAR      ,2024
SKU-530527   ,    17.81 ,ZAR      ,2025
SKU-73704    ,    39.43 ,ZAR      ,2024
SKU-73704    ,    41.79 ,ZAR      ,2025
SKU-856224   ,    10.74 ,ZAR      ,2024
SKU-856224   ,    11.38 ,ZAR      ,2025
SKU-843857   ,    15.82 ,ZAR      ,2024
SKU-843857   ,    16.77 ,ZAR      ,2025
SKU-806835   ,   188.95 ,ZAR      ,2024
SKU-806835   ,   200.28 ,ZAR      ,2025
SKU-475438   ,    31.25 ,ZAR      ,2024
SKU-475438   ,    33.12 ,ZAR      ,2025
SKU-751479   ,    21.48 ,ZAR      ,2024
SKU-751479   ,    22.77 ,ZAR      ,2025
SKU-161718   ,    26.39 ,ZAR      ,2024
SKU-161718   ,    27.97 ,ZAR      ,2025
SKU-210512   ,    29.8  ,ZAR      ,2024
SKU-210512   ,    31.59 ,ZAR      ,2025
SKU-886354   ,    97.2  ,ZAR      ,2024
SKU-886354   ,   103.03 ,ZAR      ,2025
SKU-348761   ,     7.22 ,ZAR      ,2024
SKU-348761   ,     7.65 ,ZAR      ,2025
SKU-377040   ,    39.38 ,ZAR      ,2024
SKU-377040   ,    41.74 ,ZAR      ,2025
SKU-599711   ,   112.37 ,ZAR      ,2024
SKU-599711   ,   119.11 ,ZAR      ,2025
SKU-188898   ,     7.98 ,ZAR      ,2024
SKU-188898   ,     8.46 ,ZAR      ,2025
SKU-727206   ,    20.43 ,ZAR      ,2024
SKU-727206   ,    21.65 ,ZAR      ,2025
SKU-6526     ,    36.83 ,ZAR      ,2024
SKU-6526     ,    39.04 ,ZAR      ,2025
SKU-340507   ,    57.01 ,ZAR      ,2024
SKU-340507   ,    60.43 ,ZAR      ,2025
SKU-363005   ,    41.88 ,ZAR      ,2024
SKU-363005   ,    44.39 ,ZAR      ,2025
SKU-340751   ,    81.75 ,ZAR      ,2024
SKU-340751   ,    86.66 ,ZAR      ,2025
SKU-702841   ,    88.56 ,ZAR      ,2024
SKU-702841   ,    93.88 ,ZAR      ,2025
SKU-532172   ,   113.99 ,ZAR      ,2024
SKU-532172   ,   120.83 ,ZAR      ,2025
SKU-669434   ,    24.53 ,ZAR      ,2024
SKU-669434   ,    26.0  ,ZAR      ,2025
SKU-659578   ,    40.81 ,ZAR      ,2024
SKU-659578   ,    43.26 ,ZAR      ,2025
SKU-986501   ,    71.7  ,ZAR      ,2024
SKU-986501   ,    76.0  ,ZAR      ,2025
SKU-711869   ,    21.15 ,ZAR      ,2024
SKU-711869   ,    22.42 ,ZAR      ,2025
SKU-245352   ,    82.71 ,ZAR      ,2024
SKU-245352   ,    87.68 ,ZAR      ,2025
SKU-615991   ,   114.42 ,ZAR      ,2024
SKU-615991   ,   121.29 ,ZAR      ,2025
SKU-290667   ,    26.68 ,ZAR      ,2024
SKU-290667   ,    28.28 ,ZAR      ,2025
SKU-585965   ,    12.46 ,ZAR      ,2024
SKU-585965   ,    13.21 ,ZAR      ,2025
SKU-446306   ,    24.67 ,ZAR      ,2024
SKU-446306   ,    26.15 ,ZAR      ,2025
SKU-55800    ,    29.32 ,ZAR      ,2024
SKU-55800    ,    31.08 ,ZAR      ,2025
SKU-578426   ,    70.15 ,ZAR      ,2024
SKU-578426   ,    74.36 ,ZAR      ,2025
SKU-441866   ,    33.76 ,ZAR      ,2024
SKU-441866   ,    35.79 ,ZAR      ,2025
SKU-747641   ,    27.19 ,ZAR      ,2024
SKU-747641   ,    28.82 ,ZAR      ,2025
SKU-872202   ,    11.5  ,ZAR      ,2024
SKU-872202   ,    12.19 ,ZAR      ,2025
SKU-119762   ,    39.91 ,ZAR      ,2024
SKU-119762   ,    42.31 ,ZAR      ,2025
SKU-549589   ,    80.25 ,ZAR      ,2024
SKU-549589   ,    85.06 ,ZAR      ,2025
SKU-496080   ,     7.28 ,ZAR      ,2024
SKU-496080   ,     7.72 ,ZAR      ,2025
SKU-729290   ,    62.89 ,ZAR      ,2024
SKU-729290   ,    66.67 ,ZAR      ,2025
SKU-831796   ,    27.58 ,ZAR      ,2024
SKU-831796   ,    29.24 ,ZAR      ,2025
SKU-50557    ,    44.7  ,ZAR      ,2024
SKU-50557    ,    47.38 ,ZAR      ,2025
SKU-559549   ,   119.76 ,ZAR      ,2024
SKU-559549   ,   126.95 ,ZAR      ,2025
SKU-546218   ,    42.44 ,ZAR      ,2024
SKU-546218   ,    44.99 ,ZAR      ,2025
SKU-579437   ,    36.42 ,ZAR      ,2024
SKU-579437   ,    38.6  ,ZAR      ,2025
SKU-579049   ,     8.03 ,ZAR      ,2024
SKU-579049   ,     8.51 ,ZAR      ,2025
SKU-612855   ,    22.62 ,ZAR      ,2024
SKU-612855   ,    23.97 ,ZAR      ,2025
SKU-264421   ,    25.87 ,ZAR      ,2024
SKU-264421   ,    27.42 ,ZAR      ,2025
SKU-293283   ,     9.0  ,ZAR      ,2024
SKU-293283   ,     9.54 ,ZAR      ,2025
SKU-577052   ,    26.31 ,ZAR      ,2024
SKU-577052   ,    27.89 ,ZAR      ,2025
SKU-651557   ,     8.43 ,ZAR      ,2024
SKU-651557   ,     8.94 ,ZAR      ,2025
SKU-716904   ,    26.47 ,ZAR      ,2024
SKU-716904   ,    28.05 ,ZAR      ,2025
SKU-745107   ,    12.29 ,ZAR      ,2024
SKU-745107   ,    13.02 ,ZAR      ,2025
SKU-646598   ,    26.01 ,ZAR      ,2024
SKU-646598   ,    27.58 ,ZAR      ,2025
SKU-134581   ,     9.87 ,ZAR      ,2024
SKU-134581   ,    10.46 ,ZAR      ,2025
SKU-479268   ,    12.74 ,ZAR      ,2024
SKU-479268   ,    13.5  ,ZAR      ,2025
SKU-191961   ,    23.31 ,ZAR      ,2024
SKU-191961   ,    24.7  ,ZAR      ,2025
SKU-378209   ,     9.73 ,ZAR      ,2024
SKU-378209   ,    10.31 ,ZAR      ,2025
SKU-401292   ,    54.9  ,ZAR      ,2024
SKU-401292   ,    58.2  ,ZAR      ,2025
SKU-334725   ,    24.8  ,ZAR      ,2024
SKU-334725   ,    26.29 ,ZAR      ,2025
SKU-922850   ,    15.88 ,ZAR      ,2024
SKU-922850   ,    16.83 ,ZAR      ,2025
SKU-854871   ,    41.46 ,ZAR      ,2024
SKU-854871   ,    43.95 ,ZAR      ,2025
SKU-895687   ,     7.98 ,ZAR      ,2024
SKU-895687   ,     8.46 ,ZAR      ,2025
SKU-736668   ,    27.46 ,ZAR      ,2024
SKU-736668   ,    29.11 ,ZAR      ,2025
SKU-928483   ,    27.4  ,ZAR      ,2024
SKU-928483   ,    29.04 ,ZAR      ,2025
SKU-296893   ,    39.18 ,ZAR      ,2024
SKU-296893   ,    41.53 ,ZAR      ,2025
SKU-581016   ,    64.0  ,ZAR      ,2024
SKU-581016   ,    67.84 ,ZAR      ,2025
SKU-609742   ,    19.24 ,ZAR      ,2024
SKU-609742   ,    20.4  ,ZAR      ,2025
SKU-759442   ,    20.32 ,ZAR      ,2024
SKU-759442   ,    21.54 ,ZAR      ,2025
SKU-977495   ,    86.43 ,ZAR      ,2024
SKU-977495   ,    91.62 ,ZAR      ,2025
SKU-960631   ,    14.78 ,ZAR      ,2024
SKU-960631   ,    15.67 ,ZAR      ,2025
SKU-765847   ,    50.02 ,ZAR      ,2024
SKU-765847   ,    53.02 ,ZAR      ,2025
SKU-421687   ,   182.56 ,ZAR      ,2024
SKU-421687   ,   193.52 ,ZAR      ,2025
SKU-305972   ,    20.46 ,ZAR      ,2024
SKU-305972   ,    21.69 ,ZAR      ,2025
SKU-502117   ,    76.62 ,ZAR      ,2024
SKU-502117   ,    81.22 ,ZAR      ,2025
SKU-667774   ,    54.87 ,ZAR      ,2024
SKU-667774   ,    58.16 ,ZAR      ,2025
SKU-169436   ,    20.59 ,ZAR      ,2024
SKU-169436   ,    21.82 ,ZAR      ,2025
SKU-436870   ,    22.24 ,ZAR      ,2024
SKU-436870   ,    23.58 ,ZAR      ,2025
SKU-501085   ,   215.16 ,ZAR      ,2024
SKU-501085   ,   228.07 ,ZAR      ,2025
SKU-962096   ,     6.24 ,ZAR      ,2024
SKU-962096   ,     6.61 ,ZAR      ,2025
SKU-256110   ,   103.66 ,ZAR      ,2024
SKU-256110   ,   109.88 ,ZAR      ,2025
SKU-721420   ,    22.4  ,ZAR      ,2024
SKU-721420   ,    23.74 ,ZAR      ,2025
SKU-735153   ,    25.78 ,ZAR      ,2024
SKU-735153   ,    27.32 ,ZAR      ,2025
SKU-833707   ,    14.61 ,ZAR      ,2024
SKU-833707   ,    15.49 ,ZAR      ,2025
SKU-521265   ,    19.26 ,ZAR      ,2024
SKU-521265   ,    20.42 ,ZAR      ,2025
SKU-746051   ,    79.0  ,ZAR      ,2024
SKU-746051   ,    83.74 ,ZAR      ,2025
SKU-878943   ,   157.36 ,ZAR      ,2024
SKU-878943   ,   166.8  ,ZAR      ,2025
SKU-675227   ,    49.59 ,ZAR      ,2024
SKU-675227   ,    52.57 ,ZAR      ,2025
SKU-7552     ,    85.19 ,ZAR      ,2024
SKU-7552     ,    90.3  ,ZAR      ,2025
