date,customer_code,product_code,sold_quantity
2026-01-07,CUST589849SA,PROD843298SA,10
2026-01-05,CUST50068SA,PROD397887SA,15
2026-01-27,CUST208727SA,PROD381913SA,25
2026-01-09,CUST790371SA,PROD891014SA,4
2026-01-18,CUST588132SA,PROD101639SA,8
2026-01-29,CUST746925SA,PROD348588SA,29
2026-01-20,CUST873835SA,PROD606794SA,20
2026-01-11,CUST773207SA,PROD754717SA,28
2026-02-18,CUST673870SA,PROD435970SA,1
2026-01-20,CUST809676SA,PROD652878SA,5
2026-02-10,CUST397687SA,PROD493152SA,25
2026-01-02,CUST994913SA,PROD48458SA,7
2026-01-06,CUST316061SA,PROD819182SA,8
2026-01-29,CUST211383SA,PROD224643SA,17
2026-01-03,CUST729884SA,PROD870914SA,18
2026-02-08,CUST231780SA,PROD757537SA,27
2026-01-18,CUST542347SA,PROD512311SA,6
2026-01-08,CUST679445SA,PROD63556SA,14
2026-01-05,CUST467122SA,PROD352737SA,19
2026-01-03,CUST957803SA,PROD85965SA,19
2026-01-12,CUST324314SA,PROD592683SA,8
2026-01-11,CUST877330SA,PROD104555SA,20
2026-01-12,CUST720184SA,PROD287936SA,20
2026-01-24,CUST976610SA,PROD665095SA,20
2026-01-04,CUST734764SA,PROD944986SA,2
2026-02-01,CUST952426SA,PROD496171SA,6
2026-02-04,CUST519886SA,PROD928463SA,21
2026-01-17,CUST303042SA,PROD277501SA,4
2026-01-19,CUST551033SA,PROD420172SA,6
2026-02-11,CUST699143SA,PROD891014SA,13
2026-02-05,CUST826596SA,PROD220392SA,22
2026-01-14,CUST845619SA,PROD779779SA,16
2026-01-04,CUST589849SA,PROD477463SA,24
2026-01-19,CUST925321SA,PROD45767SA,20
2026-01-16,CUST175329SA,PROD788295SA,24
2026-01-23,CUST812609SA,PROD921406SA,20
2026-02-09,CUST42210SA,PROD996971SA,5
2026-01-12,CUST53642SA,PROD184430SA,10
2026-02-08,CUST765054SA,PROD813373SA,12
2026-02-05,CUST585066SA,PROD63556SA,7
2026-01-07,CUST753504SA,PROD245884SA,8
2026-01-05,CUST570557SA,PROD6182SA,13
2026-02-01,CUST991148SA,PROD803035SA,15
2026-01-23,CUST555178SA,PROD113609SA,26
2026-01-27,CUST171790SA,PROD918938SA,3
2026-01-14,CUST119971SA,PROD825206SA,13
2026-01-15,CUST724042SA,PROD606794SA,24
2026-01-15,CUST1640SA,PROD602733SA,8
2026-01-22,CUST501916SA,PROD799550SA,26
2026-02-06,CUST872097SA,PROD703055SA,20
2026-01-15,CUST253690SA,PROD668854SA,25
2026-01-18,CUST646447SA,PROD913141SA,22
2026-01-31,CUST928818SA,PROD393049SA,30
2026-01-06,CUST710380SA,PROD63156SA,3
2026-02-02,CUST762120SA,PROD352737SA,16
2026-01-21,CUST142239SA,PROD381913SA,14
2026-02-04,CUST766437SA,PROD521841SA,11
2026-01-03,CUST708SA,PROD570913SA,6
2026-02-02,CUST253961SA,PROD398468SA,21
2026-02-13,CUST656401SA,PROD689606SA,14
2026-01-04,CUST361264SA,PROD47549SA,1
2026-02-08,CUST855937SA,PROD642412SA,6
2026-01-28,CUST237178SA,PROD779779SA,27
2026-02-04,CUST641599SA,PROD592683SA,11
2026-01-24,CUST659104SA,PROD840886SA,2
2026-01-20,CUST840952SA,PROD532496SA,3
2026-02-09,CUST324065SA,PROD898348SA,20
2026-01-03,CUST662423SA,PROD47549SA,5
2026-01-13,CUST713341SA,PROD767460SA,22
2026-01-06,CUST221686SA,PROD22056SA,16
2026-01-31,CUST882885SA,PROD788295SA,22
2026-02-15,CUST206647SA,PROD272793SA,1
2026-01-19,CUST908100SA,PROD524902SA,27
2026-01-24,CUST382746SA,PROD534277SA,14
2026-01-11,CUST663984SA,PROD158157SA,8
2026-01-07,CUST549414SA,PROD627086SA,7
2026-02-03,CUST142723SA,PROD397887SA,4
2026-01-27,CUST222096SA,PROD753240SA,19
2026-01-08,CUST808903SA,PROD963110SA,28
2026-01-07,CUST303042SA,PROD446173SA,27
2026-02-01,CUST317543SA,PROD753240SA,24
2026-01-14,CUST702371SA,PROD668854SA,17
2026-01-19,CUST584929SA,PROD232311SA,8
2026-02-14,CUST959579SA,PROD178240SA,3
2026-01-05,CUST852993SA,PROD30434SA,28
2026-01-08,CUST142239SA,PROD199448SA,10
2026-01-10,CUST377017SA,PROD677278SA,2
2026-01-02,CUST868726SA,PROD570913SA,24
2026-01-12,CUST222182SA,PROD570913SA,27
2026-01-17,CUST790371SA,PROD459381SA,30
2026-01-13,CUST260289SA,PROD617024SA,25
2026-01-27,CUST346305SA,PROD478975SA,30
2026-02-04,CUST807236SA,PROD113609SA,28
2026-01-12,CUST630193SA,PROD289930SA,23
2026-01-04,CUST865322SA,PROD113668SA,5
2026-01-13,CUST794068SA,PROD739485SA,12
2026-01-30,CUST572079SA,PROD908573SA,21
2026-01-25,CUST982946SA,PROD942590SA,13
2026-01-19,CUST206647SA,PROD968790SA,7
2026-01-07,CUST343187SA,PROD928463SA,16
2026-02-06,CUST8574SA,PROD138890SA,18
2026-02-04,CUST877330SA,PROD633039SA,4
2026-01-25,CUST921777SA,PROD924457SA,18
2026-01-10,CUST611046SA,PROD902931SA,22
2026-01-25,CUST887599SA,PROD641390SA,11
2026-01-28,CUST386251SA,PROD483550SA,29
2026-02-18,CUST145998SA,PROD45767SA,29
2026-01-11,CUST386831SA,PROD190672SA,17
2026-01-07,CUST628437SA,PROD693300SA,4
2026-01-05,CUST365219SA,PROD34225SA,9
2026-02-02,CUST343187SA,PROD423389SA,1
2026-02-09,CUST727744SA,PROD534277SA,26
2026-01-18,CUST959175SA,PROD423389SA,23
2026-01-21,CUST578719SA,PROD349499SA,10
2026-01-10,CUST757065SA,PROD387477SA,15
2026-02-12,CUST872176SA,PROD874224SA,29
2026-01-11,CUST9738SA,PROD89771SA,29
2026-01-19,CUST324314SA,PROD52657SA,26
2026-01-08,CUST716SA,PROD783300SA,6
2026-02-18,CUST713341SA,PROD592683SA,11
2026-02-16,CUST50068SA,PROD321080SA,8
2026-02-17,CUST994777SA,PROD929181SA,30
2026-01-13,CUST34500SA,PROD788295SA,27
2026-01-18,CUST467676SA,PROD720892SA,13
2026-01-16,CUST563356SA,PROD897004SA,25
2026-01-19,CUST580096SA,PROD156445SA,16
2026-02-17,CUST118710SA,PROD230283SA,9
2026-01-26,CUST385709SA,PROD693300SA,17
2026-01-15,CUST158727SA,PROD553306SA,14
2026-01-08,CUST346305SA,PROD352737SA,9
2026-02-09,CUST186080SA,PROD264742SA,19
2026-01-15,CUST713145SA,PROD463638SA,12
2026-02-10,CUST925100SA,PROD651517SA,1
2026-01-16,CUST122629SA,PROD912804SA,21
2026-01-07,CUST360491SA,PROD420172SA,1
2026-02-16,CUST398343SA,PROD870127SA,19
2026-01-07,CUST861501SA,PROD61324SA,19
2026-01-21,CUST90400SA,PROD79688SA,13
2026-01-27,CUST847312SA,PROD418801SA,11
2026-02-12,CUST946746SA,PROD117308SA,5
2026-02-10,CUST797615SA,PROD710250SA,2
2026-02-12,CUST658775SA,PROD356385SA,25
2026-01-07,CUST706866SA,PROD679172SA,15
2026-02-12,CUST312999SA,PROD54615SA,23
2026-01-25,CUST433121SA,PROD923082SA,20
2026-02-16,CUST858130SA,PROD427398SA,24
2026-01-16,CUST549414SA,PROD757537SA,1
2026-01-31,CUST324960SA,PROD679172SA,19
2026-02-08,CUST421818SA,PROD578856SA,9
2026-02-03,CUST414812SA,PROD908573SA,9
2026-02-12,CUST55843SA,PROD397887SA,3
2026-01-07,CUST97616SA,PROD348588SA,4
2026-01-15,CUST237178SA,PROD427398SA,28
2026-02-08,CUST578719SA,PROD579364SA,12
2026-02-14,CUST931895SA,PROD291704SA,6
2026-01-08,CUST473947SA,PROD699330SA,7
2026-01-15,CUST716SA,PROD666269SA,16
2026-01-23,CUST146942SA,PROD61324SA,28
2026-02-03,CUST395019SA,PROD26240SA,28
2026-02-04,CUST743266SA,PROD190305SA,24
2026-02-04,CUST777722SA,PROD454582SA,10
2026-02-14,CUST502300SA,PROD130394SA,16
2026-02-05,CUST897734SA,PROD220392SA,15
2026-02-12,CUST812609SA,PROD616113SA,5
2026-01-19,CUST273453SA,PROD636745SA,28
2026-01-26,CUST93806SA,PROD995109SA,23
2026-02-02,CUST43631SA,PROD654644SA,15
2026-01-02,CUST471578SA,PROD351470SA,8
2026-02-01,CUST810143SA,PROD262829SA,17
2026-01-07,CUST188550SA,PROD653534SA,10
2026-01-23,CUST629371SA,PROD200845SA,22
2026-02-11,CUST226222SA,PROD476786SA,5
2026-02-07,CUST314313SA,PROD532496SA,7
2026-01-22,CUST916976SA,PROD476786SA,24
2026-02-13,CUST478621SA,PROD952635SA,23
2026-01-03,CUST763214SA,PROD556968SA,19
2026-02-04,CUST827043SA,PROD14338SA,9
2026-01-16,CUST399669SA,PROD617457SA,23
2026-02-15,CUST902874SA,PROD224643SA,16
2026-01-20,CUST907322SA,PROD825206SA,24
2026-01-22,CUST927601SA,PROD468238SA,13
2026-01-10,CUST255135SA,PROD85965SA,21
2026-01-11,CUST928818SA,PROD830555SA,5
2026-02-11,CUST112168SA,PROD226441SA,26
2026-02-17,CUST994763SA,PROD625780SA,17
2026-01-21,CUST467429SA,PROD544173SA,1
2026-01-06,CUST579720SA,PROD23005SA,5
2026-02-13,CUST523125SA,PROD834816SA,27
2026-01-08,CUST472407SA,PROD63556SA,27
2026-02-16,CUST425110SA,PROD627086SA,2
2026-02-13,CUST606007SA,PROD331535SA,24
2026-02-03,CUST329287SA,PROD104555SA,10
2026-01-25,CUST484045SA,PROD116970SA,9
2026-01-07,CUST642439SA,PROD439898SA,27
2026-01-13,CUST763214SA,PROD262829SA,28
2026-01-27,CUST181162SA,PROD627086SA,7
2026-02-18,CUST425110SA,PROD763934SA,7
2026-01-21,CUST763214SA,PROD252572SA,15
2026-02-03,CUST868170SA,PROD932931SA,13
2026-01-02,CUST332061SA,PROD993620SA,26
2026-01-25,CUST932786SA,PROD730429SA,23
2026-01-27,CUST558136SA,PROD815573SA,13
2026-01-25,CUST558136SA,PROD992842SA,24
2026-02-01,CUST758889SA,PROD214181SA,23
2026-01-11,CUST305986SA,PROD3717SA,1
2026-02-11,CUST110790SA,PROD928463SA,21
2026-02-03,CUST797615SA,PROD627086SA,20
2026-02-14,CUST882885SA,PROD427398SA,29
2026-01-22,CUST610981SA,PROD89771SA,30
2026-01-30,CUST731160SA,PROD259947SA,1
2026-01-28,CUST478621SA,PROD116970SA,12
2026-02-14,CUST931895SA,PROD401124SA,9
2026-01-28,CUST260322SA,PROD952635SA,27
2026-01-03,CUST450513SA,PROD714825SA,28
2026-01-10,CUST209144SA,PROD158157SA,9
2026-01-31,CUST523850SA,PROD631262SA,25
2026-02-12,CUST6402SA,PROD672875SA,30
2026-01-28,CUST822615SA,PROD248728SA,7
2026-01-19,CUST311847SA,PROD235615SA,27
2026-02-02,CUST89026SA,PROD52578SA,29
2026-02-12,CUST672324SA,PROD321080SA,3
2026-01-06,CUST410133SA,PROD533590SA,11
2026-01-15,CUST743963SA,PROD476786SA,4
2026-01-24,CUST538179SA,PROD102664SA,26
2026-02-14,CUST385416SA,PROD352737SA,23
2026-02-03,CUST77077SA,PROD905997SA,23
2026-02-01,CUST356717SA,PROD739945SA,18
2026-02-13,CUST17007SA,PROD638551SA,7
2026-02-16,CUST966026SA,PROD248728SA,24
2026-01-25,CUST713341SA,PROD226441SA,21
2026-02-07,CUST143167SA,PROD544173SA,24
2026-01-02,CUST824758SA,PROD800581SA,9
2026-02-01,CUST909613SA,PROD928423SA,2
2026-01-14,CUST834908SA,PROD900104SA,9
2026-01-12,CUST588967SA,PROD63780SA,12
2026-01-20,CUST819394SA,PROD586075SA,29
2026-01-25,CUST205837SA,PROD224643SA,3
2026-02-03,CUST804092SA,PROD710250SA,27
2026-01-17,CUST804711SA,PROD826952SA,17
2026-02-01,CUST443940SA,PROD70674SA,4
2026-01-14,CUST813875SA,PROD679172SA,21
2026-01-11,CUST436774SA,PROD905997SA,10
2026-01-23,CUST711875SA,PROD631262SA,12
2026-01-25,CUST328930SA,PROD240044SA,7
2026-01-03,CUST17233SA,PROD235615SA,21
2026-01-01,CUST365219SA,PROD753240SA,30
2026-01-20,CUST17031SA,PROD267729SA,30
2026-01-16,CUST467122SA,PROD6182SA,10
2026-01-22,CUST813875SA,PROD279766SA,16
2026-02-11,CUST91884SA,PROD190672SA,15
2026-01-27,CUST737852SA,PROD235615SA,2
2026-01-05,CUST160295SA,PROD147594SA,30
2026-01-30,CUST663121SA,PROD788295SA,5
2026-02-13,CUST343187SA,PROD767460SA,26
2026-02-14,CUST882885SA,PROD703055SA,4
2026-01-20,CUST50068SA,PROD735911SA,20
2026-01-26,CUST549787SA,PROD788295SA,18
2026-02-01,CUST796788SA,PROD706073SA,7
2026-01-24,CUST425110SA,PROD720892SA,4
2026-01-22,CUST78645SA,PROD625780SA,4
2026-01-18,CUST435810SA,PROD844657SA,30
2026-01-20,CUST608519SA,PROD435970SA,26
2026-01-26,CUST764234SA,PROD633039SA,14
2026-01-06,CUST122629SA,PROD932931SA,19
2026-01-28,CUST775520SA,PROD278258SA,27
2026-02-10,CUST58840SA,PROD839482SA,15
2026-01-18,CUST519886SA,PROD714825SA,24
2026-02-04,CUST921777SA,PROD147594SA,7
2026-02-02,CUST436548SA,PROD737135SA,6
2026-01-21,CUST311847SA,PROD599573SA,16
2026-02-12,CUST397687SA,PROD30271SA,24
2026-01-16,CUST649840SA,PROD220861SA,1
2026-01-17,CUST959175SA,PROD772343SA,18
2026-01-11,CUST486462SA,PROD149811SA,7
2026-01-13,CUST278095SA,PROD619176SA,21
2026-01-27,CUST249736SA,PROD245884SA,19
2026-01-18,CUST974581SA,PROD642412SA,11
2026-01-22,CUST156911SA,PROD923082SA,5
2026-01-27,CUST993702SA,PROD908959SA,8
2026-01-18,CUST137057SA,PROD463638SA,8
2026-02-18,CUST804905SA,PROD954851SA,19
2026-02-02,CUST253961SA,PROD912804SA,25
2026-02-07,CUST863684SA,PROD936406SA,6
2026-01-14,CUST242675SA,PROD54615SA,13
2026-01-20,CUST386251SA,PROD905997SA,5
2026-01-05,CUST838338SA,PROD30271SA,29
2026-02-08,CUST429322SA,PROD30434SA,16
2026-01-17,CUST49161SA,PROD22056SA,2
2026-01-04,CUST385709SA,PROD995740SA,11
2026-01-27,CUST897734SA,PROD209267SA,9
2026-02-15,CUST526611SA,PROD953813SA,14
2026-01-27,CUST48159SA,PROD735911SA,20
2026-02-12,CUST952426SA,PROD444154SA,1
2026-02-09,CUST86686SA,PROD924231SA,25
2026-01-10,CUST965264SA,PROD260247SA,5
2026-02-08,CUST386831SA,PROD778967SA,11
2026-01-11,CUST326775SA,PROD730429SA,29
2026-02-10,CUST974581SA,PROD348588SA,6
2026-01-24,CUST712711SA,PROD316282SA,13
2026-01-22,CUST64664SA,PROD819182SA,18
2026-02-09,CUST16418SA,PROD709570SA,8
2026-01-13,CUST918823SA,PROD860394SA,3
2026-02-01,CUST790371SA,PROD607040SA,26
2026-02-06,CUST145998SA,PROD475763SA,2
2026-01-09,CUST686406SA,PROD672642SA,5
2026-02-12,CUST201603SA,PROD902931SA,12
2026-02-16,CUST278095SA,PROD919035SA,14
2026-01-06,CUST709922SA,PROD902592SA,8
2026-01-01,CUST450797SA,PROD992842SA,18
2026-01-23,CUST919809SA,PROD562636SA,7
2026-02-16,CUST260289SA,PROD870914SA,1
2026-01-27,CUST892247SA,PROD984539SA,19
2026-02-15,CUST439605SA,PROD604238SA,5
2026-02-13,CUST734764SA,PROD235552SA,27
2026-01-01,CUST16418SA,PROD536265SA,15
2026-02-07,CUST737852SA,PROD493152SA,8
2026-01-28,CUST877330SA,PROD475435SA,23
2026-02-11,CUST920607SA,PROD840886SA,16
2026-02-08,CUST385416SA,PROD899398SA,16
2026-01-23,CUST399407SA,PROD706073SA,24
2026-02-16,CUST328628SA,PROD512262SA,4
2026-01-06,CUST720184SA,PROD536265SA,25
2026-01-25,CUST928818SA,PROD635770SA,5
2026-01-16,CUST514435SA,PROD162998SA,23
2026-02-05,CUST809676SA,PROD444154SA,21
2026-01-25,CUST306278SA,PROD803035SA,13
2026-01-10,CUST304561SA,PROD393049SA,25
2026-01-30,CUST512756SA,PROD382584SA,1
2026-01-22,CUST346337SA,PROD756321SA,3
2026-01-08,CUST144283SA,PROD627086SA,2
2026-02-10,CUST920538SA,PROD875271SA,23
2026-02-12,CUST584929SA,PROD468238SA,5
2026-01-10,CUST60541SA,PROD720892SA,22
2026-01-15,CUST286544SA,PROD679172SA,7
2026-02-13,CUST170341SA,PROD679172SA,2
2026-01-18,CUST903625SA,PROD337960SA,22
2026-01-24,CUST328399SA,PROD844657SA,27
2026-02-03,CUST587713SA,PROD829090SA,15
2026-02-18,CUST686594SA,PROD602733SA,4
2026-02-07,CUST256430SA,PROD103225SA,27
2026-02-15,CUST994777SA,PROD234053SA,23
2026-02-14,CUST675933SA,PROD623939SA,30
2026-01-06,CUST474001SA,PROD722858SA,19
2026-01-29,CUST731160SA,PROD622503SA,16
2026-01-06,CUST774568SA,PROD653534SA,12
2026-02-04,CUST306278SA,PROD756321SA,14
2026-01-18,CUST140913SA,PROD381913SA,13
2026-01-20,CUST606403SA,PROD617457SA,15
2026-01-20,CUST496520SA,PROD459381SA,2
2026-01-30,CUST755408SA,PROD970733SA,24
2026-02-03,CUST93624SA,PROD803013SA,17
2026-02-11,CUST834328SA,PROD900104SA,7
2026-01-15,CUST705668SA,PROD706073SA,9
2026-01-01,CUST328628SA,PROD539131SA,20
2026-02-04,CUST705668SA,PROD199312SA,5
2026-01-08,CUST526986SA,PROD800581SA,27
2026-02-11,CUST165271SA,PROD352737SA,5
2026-02-18,CUST499968SA,PROD652878SA,13
2026-02-03,CUST226130SA,PROD553306SA,12
2026-01-10,CUST496025SA,PROD496564SA,15
2026-01-31,CUST346337SA,PROD654644SA,23
2026-01-09,CUST411987SA,PROD316282SA,27
2026-01-05,CUST450797SA,PROD700305SA,3
2026-02-07,CUST840952SA,PROD162998SA,8
2026-02-18,CUST714138SA,PROD164136SA,23
2026-01-01,CUST932786SA,PROD130394SA,1
2026-01-18,CUST835012SA,PROD34225SA,10
2026-01-24,CUST853266SA,PROD932931SA,8
2026-01-21,CUST97874SA,PROD580238SA,25
2026-01-06,CUST398343SA,PROD616113SA,16
2026-02-08,CUST91254SA,PROD759359SA,19
2026-01-06,CUST118710SA,PROD739945SA,30
2026-02-16,CUST487648SA,PROD699330SA,2
2026-02-06,CUST852993SA,PROD72306SA,4
2026-01-03,CUST549787SA,PROD499380SA,13
2026-02-04,CUST757065SA,PROD368900SA,30
2026-01-08,CUST986846SA,PROD692094SA,1
2026-01-02,CUST918964SA,PROD699330SA,2
2026-01-07,CUST636818SA,PROD98246SA,12
2026-01-28,CUST706866SA,PROD750800SA,23
2026-01-11,CUST567851SA,PROD459381SA,9
2026-02-11,CUST436548SA,PROD563750SA,30
2026-01-17,CUST118710SA,PROD178240SA,15
2026-02-12,CUST514435SA,PROD398382SA,30
2026-02-11,CUST429322SA,PROD899398SA,8
2026-01-16,CUST1640SA,PROD710250SA,17
2026-01-25,CUST405674SA,PROD6182SA,7
2026-01-18,CUST82868SA,PROD52578SA,29
2026-01-05,CUST801280SA,PROD763934SA,6
2026-01-06,CUST872097SA,PROD208894SA,19
2026-01-20,CUST812609SA,PROD699330SA,19
2026-01-05,CUST743266SA,PROD757537SA,9
2026-01-19,CUST450797SA,PROD874190SA,29
2026-02-04,CUST271393SA,PROD30434SA,30
2026-01-21,CUST804905SA,PROD625780SA,21
2026-01-19,CUST17031SA,PROD619176SA,10
2026-02-03,CUST776880SA,PROD551640SA,8
2026-02-09,CUST826236SA,PROD418801SA,1
2026-02-12,CUST804711SA,PROD918938SA,3
2026-02-16,CUST459507SA,PROD147594SA,16
2026-02-03,CUST618836SA,PROD147594SA,27
2026-02-02,CUST458737SA,PROD26240SA,14
2026-01-18,CUST808206SA,PROD767460SA,25
2026-01-26,CUST158727SA,PROD665095SA,10
2026-01-20,CUST840010SA,PROD381913SA,11
2026-01-13,CUST388712SA,PROD924231SA,29
2026-01-30,CUST245517SA,PROD483550SA,6
2026-02-18,CUST180941SA,PROD149811SA,16
2026-02-02,CUST977689SA,PROD156445SA,10
2026-01-01,CUST78645SA,PROD893140SA,26
2026-01-02,CUST117659SA,PROD252572SA,29
2026-02-05,CUST892247SA,PROD442374SA,22
2026-01-07,CUST540418SA,PROD262829SA,18
2026-01-20,CUST93806SA,PROD349499SA,2
2026-01-05,CUST103396SA,PROD578856SA,22
2026-02-06,CUST324960SA,PROD897004SA,26
2026-01-01,CUST618372SA,PROD56837SA,3
2026-01-29,CUST757065SA,PROD174389SA,18
2026-02-07,CUST443940SA,PROD636745SA,9
2026-01-11,CUST371496SA,PROD679172SA,5
2026-01-25,CUST969051SA,PROD984539SA,4
2026-01-20,CUST136074SA,PROD607040SA,21
2026-01-10,CUST17007SA,PROD714825SA,2
2026-02-13,CUST328399SA,PROD351470SA,23
2026-02-05,CUST540418SA,PROD250280SA,8
2026-01-16,CUST794068SA,PROD439898SA,14
2026-02-11,CUST268900SA,PROD829090SA,30
2026-01-11,CUST710078SA,PROD658765SA,20
2026-02-04,CUST852993SA,PROD623939SA,27
2026-02-13,CUST514435SA,PROD767460SA,26
2026-01-01,CUST800185SA,PROD996971SA,30
2026-01-03,CUST977689SA,PROD240174SA,24
2026-01-02,CUST711444SA,PROD563750SA,2
2026-01-26,CUST840952SA,PROD651517SA,20
2026-01-29,CUST823856SA,PROD923082SA,3
2026-01-28,CUST298768SA,PROD843298SA,17
2026-01-06,CUST755303SA,PROD665095SA,1
2026-02-09,CUST92410SA,PROD461865SA,10
2026-02-11,CUST588967SA,PROD876638SA,18
2026-02-17,CUST953582SA,PROD106851SA,6
2026-01-26,CUST382746SA,PROD829090SA,8
2026-01-17,CUST271393SA,PROD964047SA,9
2026-01-04,CUST203322SA,PROD174389SA,18
2026-02-13,CUST253690SA,PROD810620SA,20
2026-02-07,CUST694093SA,PROD348588SA,20
2026-02-03,CUST216092SA,PROD970733SA,20
2026-02-06,CUST431319SA,PROD645830SA,2
2026-02-15,CUST411987SA,PROD706073SA,23
2026-01-11,CUST608519SA,PROD14338SA,15
2026-01-21,CUST616126SA,PROD387477SA,3
2026-01-12,CUST16418SA,PROD349499SA,14
2026-01-20,CUST994763SA,PROD928463SA,18
2026-02-14,CUST101255SA,PROD740734SA,1
2026-01-26,CUST103396SA,PROD461865SA,26
2026-01-05,CUST706866SA,PROD184430SA,5
2026-02-03,CUST163137SA,PROD149811SA,14
2026-01-26,CUST871728SA,PROD63156SA,12
2026-02-11,CUST756442SA,PROD706073SA,28
2026-02-07,CUST982946SA,PROD575898SA,10
2026-02-08,CUST588967SA,PROD562275SA,29
2026-02-04,CUST260289SA,PROD665095SA,9
2026-02-07,CUST90581SA,PROD625780SA,28
2026-01-01,CUST380211SA,PROD651332SA,12
2026-02-14,CUST610981SA,PROD810620SA,8
2026-01-04,CUST96446SA,PROD321517SA,27
2026-02-12,CUST641599SA,PROD162316SA,3
2026-01-02,CUST565990SA,PROD974036SA,12
2026-02-03,CUST256773SA,PROD190305SA,7
2026-02-03,CUST768367SA,PROD923634SA,24
2026-01-12,CUST184229SA,PROD870127SA,28
2026-01-31,CUST306278SA,PROD668854SA,16
2026-02-15,CUST180941SA,PROD208894SA,20
2026-01-22,CUST16495SA,PROD63156SA,17
2026-01-15,CUST211383SA,PROD704318SA,5
2026-01-05,CUST226130SA,PROD633052SA,19
2026-02-18,CUST551002SA,PROD52657SA,24
2026-01-16,CUST393580SA,PROD155539SA,22
2026-01-21,CUST826236SA,PROD870127SA,8
2026-01-24,CUST942996SA,PROD459381SA,14
2026-02-05,CUST328399SA,PROD747581SA,12
2026-02-01,CUST675933SA,PROD52578SA,25
2026-02-05,CUST316528SA,PROD902931SA,13
2026-02-09,CUST365219SA,PROD619176SA,14
2026-01-24,CUST317543SA,PROD347235SA,28
2026-01-05,CUST713390SA,PROD401124SA,16
2026-01-24,CUST969051SA,PROD280746SA,28
2026-02-13,CUST496395SA,PROD572092SA,22
2026-01-27,CUST713884SA,PROD48458SA,26
2026-02-16,CUST500646SA,PROD101639SA,14
2026-02-15,CUST324314SA,PROD652483SA,14
2026-01-27,CUST540418SA,PROD963110SA,29
2026-02-02,CUST582959SA,PROD79688SA,12
2026-01-02,CUST53945SA,PROD442374SA,24
2026-02-02,CUST810065SA,PROD592683SA,29
2026-02-08,CUST852993SA,PROD356385SA,21
2026-01-08,CUST244146SA,PROD617457SA,30
2026-01-20,CUST758889SA,PROD199448SA,19
2026-01-08,CUST64633SA,PROD954851SA,14
2026-01-22,CUST928506SA,PROD291704SA,15
2026-01-26,CUST994763SA,PROD653425SA,23
2026-01-26,CUST840952SA,PROD825206SA,19
2026-02-04,CUST186266SA,PROD601949SA,7
2026-01-22,CUST830541SA,PROD54615SA,13
2026-01-05,CUST386839SA,PROD398382SA,13
2026-02-18,CUST334827SA,PROD323939SA,11
2026-01-09,CUST136074SA,PROD924457SA,18
2026-02-14,CUST485854SA,PROD103225SA,20
2026-02-03,CUST959175SA,PROD52657SA,23
2026-01-27,CUST918964SA,PROD572092SA,20
2026-01-01,CUST999716SA,PROD580238SA,10
2026-01-29,CUST34500SA,PROD714825SA,8
2026-02-09,CUST660914SA,PROD316950SA,19
2026-01-27,CUST523879SA,PROD235552SA,5
2026-01-16,CUST311847SA,PROD56837SA,20
2026-01-24,CUST593830SA,PROD382584SA,15
2026-01-08,CUST17031SA,PROD381913SA,11
2026-02-17,CUST583761SA,PROD886827SA,27
2026-01-25,CUST395489SA,PROD905997SA,10
2026-01-02,CUST606007SA,PROD894905SA,27
2026-01-10,CUST55843SA,PROD651517SA,18
2026-01-19,CUST323401SA,PROD101639SA,24
2026-01-27,CUST581478SA,PROD553306SA,11
2026-01-02,CUST309898SA,PROD873294SA,3
2026-02-15,CUST927601SA,PROD586075SA,30
2026-01-15,CUST731160SA,PROD478975SA,25
2026-01-22,CUST144247SA,PROD532496SA,29
2026-02-16,CUST27537SA,PROD190305SA,13
2026-01-17,CUST938256SA,PROD278258SA,18
2026-01-29,CUST667090SA,PROD874224SA,19
2026-01-04,CUST64633SA,PROD618849SA,27
2026-01-07,CUST766437SA,PROD769440SA,28
2026-01-18,CUST371496SA,PROD420172SA,13
2026-01-18,CUST856800SA,PROD836587SA,3
2026-01-27,CUST43631SA,PROD323939SA,15
2026-01-04,CUST712711SA,PROD224643SA,4
2026-02-11,CUST852993SA,PROD310636SA,10
2026-01-26,CUST775520SA,PROD149811SA,2
2026-01-03,CUST872176SA,PROD251516SA,21
2026-01-18,CUST823856SA,PROD1773SA,2
2026-01-01,CUST895993SA,PROD778967SA,20
2026-01-09,CUST512756SA,PROD633052SA,9
2026-01-30,CUST778586SA,PROD900104SA,21
2026-01-09,CUST208727SA,PROD677278SA,15
2026-01-28,CUST520226SA,PROD56837SA,29
2026-01-25,CUST443973SA,PROD923634SA,21
2026-01-23,CUST96168SA,PROD14338SA,2
2026-01-31,CUST463516SA,PROD952635SA,21
2026-01-01,CUST540310SA,PROD914759SA,5
2026-01-29,CUST146814SA,PROD846721SA,1
2026-01-07,CUST743266SA,PROD512311SA,24
2026-02-12,CUST807236SA,PROD638720SA,11
2026-02-01,CUST92410SA,PROD364069SA,3
2026-02-01,CUST630193SA,PROD672875SA,13
2026-02-10,CUST305986SA,PROD232311SA,2
2026-01-25,CUST868726SA,PROD63780SA,6
2026-01-29,CUST221048SA,PROD606794SA,1
2026-01-20,CUST401583SA,PROD897004SA,21
2026-01-30,CUST762540SA,PROD604201SA,5
2026-02-18,CUST161684SA,PROD779779SA,6
